,PAREN,SEXO,EDAD,P3_7,NIVEL,GRADO,P3_9_1,P3_9_2,P3_9_3,UPM_DIS,EST_DIS,DOMINIO,TLOC,ESTRATO,ENT,code
9711,1,1,48,2.0,8.0,5.0,2.0,1.0,1.0,1543,59,U,1,3,6,6006163
9712,1,1,32,2.0,6.0,3.0,1.0,1.0,1.0,1543,59,U,1,3,6,6006164
9713,1,1,60,2.0,6.0,3.0,1.0,1.0,1.0,1543,59,U,1,3,6,6006165
9714,1,2,59,2.0,2.0,6.0,2.0,1.0,1.0,1544,59,U,1,3,6,6006221
9715,1,2,58,2.0,8.0,5.0,1.0,1.0,1.0,1544,59,U,1,3,6,6006222
9716,1,1,68,2.0,3.0,3.0,2.0,1.0,1.0,1544,59,U,1,3,6,6006223
9717,1,2,58,2.0,99.0,9.0,2.0,1.0,1.0,1544,59,U,1,3,6,6006224
9718,1,2,51,2.0,8.0,4.0,1.0,1.0,1.0,1544,59,U,1,3,6,6006225
9719,1,2,64,2.0,5.0,3.0,2.0,1.0,1.0,1545,59,U,1,3,6,6006232
9720,1,2,58,2.0,8.0,5.0,1.0,1.0,1.0,1545,59,U,1,3,6,6006233
9721,1,1,37,2.0,2.0,6.0,1.0,1.0,1.0,1545,59,U,1,3,6,6006235
9722,1,1,57,2.0,2.0,6.0,2.0,2.0,1.0,1546,59,U,1,3,6,6006281
9723,1,2,40,2.0,3.0,3.0,1.0,1.0,1.0,1546,59,U,1,3,6,6006282
9724,1,1,35,2.0,9.0,2.0,1.0,1.0,1.0,1546,59,U,1,3,6,6006284
9725,1,1,27,2.0,8.0,1.0,2.0,1.0,1.0,1546,59,U,1,3,6,6006285
9726,1,1,35,2.0,3.0,3.0,2.0,2.0,1.0,1547,59,U,1,3,6,6006292
9727,1,2,56,2.0,3.0,1.0,2.0,1.0,1.0,1547,59,U,1,3,6,6006295
9728,1,1,39,2.0,8.0,3.0,1.0,1.0,1.0,1548,59,U,1,3,6,6006341
9729,1,2,69,2.0,2.0,6.0,2.0,1.0,1.0,1548,59,U,1,3,6,6006342
9730,1,1,67,2.0,7.0,3.0,1.0,1.0,2.0,1548,59,U,1,3,6,6006343
9731,1,2,68,2.0,2.0,6.0,2.0,2.0,2.0,1548,59,U,1,3,6,6006344
9732,1,2,42,2.0,6.0,3.0,1.0,1.0,1.0,1548,59,U,1,3,6,6006345
9733,1,2,57,2.0,3.0,3.0,2.0,2.0,1.0,1549,58,U,1,2,6,6006371
9734,1,1,26,2.0,6.0,3.0,1.0,1.0,1.0,1549,58,U,1,2,6,6006372
9735,1,1,52,2.0,3.0,3.0,2.0,1.0,1.0,1549,58,U,1,2,6,6006373
9736,1,1,39,2.0,3.0,3.0,2.0,1.0,1.0,1549,58,U,1,2,6,6006374
9737,1,1,49,2.0,2.0,2.0,2.0,2.0,1.0,1550,59,U,1,3,6,6006451
9738,1,1,38,2.0,6.0,3.0,1.0,1.0,1.0,1550,59,U,1,3,6,6006453
9739,1,1,40,2.0,6.0,3.0,1.0,1.0,1.0,1550,59,U,1,3,6,6006455
9740,1,1,22,2.0,6.0,3.0,2.0,1.0,1.0,1551,58,U,1,2,6,6006622
9741,1,1,57,2.0,2.0,6.0,2.0,1.0,1.0,1551,58,U,1,2,6,6006623
9742,1,2,71,2.0,2.0,3.0,2.0,2.0,2.0,1551,58,U,1,2,6,6006624
9743,1,1,65,2.0,2.0,4.0,2.0,2.0,2.0,1551,58,U,1,2,6,6006625
9744,1,1,69,2.0,2.0,2.0,2.0,2.0,2.0,1552,58,U,1,2,6,6006651
9745,1,1,39,2.0,3.0,3.0,2.0,2.0,1.0,1552,58,U,1,2,6,6006652
9746,1,2,41,2.0,2.0,6.0,2.0,1.0,1.0,1552,58,U,1,2,6,6006652
9747,1,2,42,2.0,2.0,6.0,2.0,2.0,1.0,1552,58,U,1,2,6,6006653
9748,1,1,44,2.0,6.0,3.0,1.0,1.0,1.0,1552,58,U,1,2,6,6006654
9749,1,1,33,2.0,2.0,3.0,2.0,1.0,1.0,1552,58,U,1,2,6,6006655
9750,1,1,82,2.0,6.0,3.0,2.0,1.0,1.0,1553,59,U,1,3,6,6006751
9751,1,1,33,2.0,2.0,6.0,2.0,1.0,1.0,1553,59,U,1,3,6,6006754
9752,1,1,39,2.0,8.0,4.0,1.0,1.0,1.0,1553,59,U,1,3,6,6006755
9753,1,2,32,2.0,3.0,3.0,2.0,1.0,1.0,1554,60,U,1,4,6,6006821
9754,1,1,57,2.0,3.0,3.0,2.0,1.0,1.0,1554,60,U,1,4,6,6006822
9755,1,1,42,2.0,3.0,3.0,1.0,1.0,1.0,1554,60,U,1,4,6,6006823
9756,1,1,29,2.0,3.0,3.0,2.0,1.0,1.0,1554,60,U,1,4,6,6006824
9757,1,1,43,2.0,6.0,3.0,1.0,1.0,1.0,1554,60,U,1,4,6,6006825
9758,1,1,33,2.0,6.0,3.0,1.0,1.0,1.0,1555,60,U,1,4,6,6006911
9759,1,1,53,2.0,2.0,6.0,2.0,1.0,1.0,1555,60,U,1,4,6,6006912
9760,1,1,53,2.0,6.0,3.0,2.0,1.0,1.0,1555,60,U,1,4,6,6006913
9761,1,2,68,2.0,3.0,2.0,2.0,1.0,1.0,1555,60,U,1,4,6,6006914
9762,1,1,50,2.0,7.0,3.0,1.0,1.0,1.0,1556,60,U,1,4,6,6007001
9763,1,1,35,2.0,3.0,3.0,2.0,1.0,1.0,1556,60,U,1,4,6,6007002
9764,1,1,21,2.0,6.0,3.0,2.0,1.0,1.0,1556,60,U,1,4,6,6007003
9765,1,1,46,2.0,6.0,3.0,1.0,1.0,1.0,1556,60,U,1,4,6,6007004
9766,1,2,76,2.0,5.0,1.0,2.0,2.0,1.0,1556,60,U,1,4,6,6007005
9767,1,2,65,2.0,2.0,6.0,2.0,1.0,1.0,1557,60,U,1,4,6,6007022
9768,1,2,26,2.0,8.0,4.0,1.0,1.0,1.0,1557,60,U,1,4,6,6007023
9769,1,2,23,2.0,8.0,4.0,1.0,1.0,1.0,1557,60,U,1,4,6,6007023
9770,1,1,52,2.0,6.0,3.0,2.0,1.0,1.0,1557,60,U,1,4,6,6007024
9771,1,1,54,2.0,8.0,5.0,1.0,1.0,1.0,1557,60,U,1,4,6,6007025
9772,1,2,33,2.0,7.0,4.0,2.0,2.0,2.0,1558,59,U,1,3,6,6007101
9773,1,2,43,2.0,8.0,4.0,1.0,1.0,1.0,1558,59,U,1,3,6,6007103
9774,1,1,46,2.0,6.0,3.0,1.0,1.0,1.0,1558,59,U,1,3,6,6007104
9775,1,1,42,2.0,2.0,6.0,2.0,1.0,1.0,1558,59,U,1,3,6,6007105
9776,1,2,54,2.0,2.0,6.0,2.0,1.0,1.0,1559,60,U,1,4,6,6007141
9777,1,2,29,2.0,8.0,4.0,1.0,1.0,1.0,1559,60,U,1,4,6,6007142
9778,1,1,40,2.0,6.0,3.0,2.0,2.0,2.0,1559,60,U,1,4,6,6007143
9779,1,2,39,2.0,8.0,4.0,1.0,1.0,1.0,1559,60,U,1,4,6,6007144
9780,1,1,69,2.0,3.0,3.0,2.0,2.0,2.0,1559,60,U,1,4,6,6007145
9781,1,1,58,2.0,2.0,6.0,2.0,2.0,1.0,1560,58,U,1,2,6,6007191
9782,1,2,26,2.0,6.0,1.0,2.0,1.0,1.0,1560,58,U,1,2,6,6007192
9783,1,2,49,2.0,3.0,3.0,2.0,1.0,1.0,1560,58,U,1,2,6,6007193
9784,1,1,81,2.0,6.0,3.0,2.0,2.0,1.0,1560,58,U,1,2,6,6007194
9785,1,1,44,2.0,6.0,3.0,2.0,1.0,1.0,1560,58,U,1,2,6,6007195
9786,1,2,56,2.0,8.0,4.0,2.0,1.0,1.0,1561,59,U,1,3,6,6007201
9787,1,2,66,2.0,3.0,3.0,2.0,2.0,1.0,1561,59,U,1,3,6,6007204
9788,1,1,35,2.0,8.0,4.0,1.0,1.0,1.0,1561,59,U,1,3,6,6007205
9789,1,2,37,2.0,3.0,3.0,1.0,1.0,1.0,1562,58,U,1,2,6,6007351
9790,1,1,40,2.0,2.0,3.0,2.0,2.0,1.0,1562,58,U,1,2,6,6007352
9791,1,2,58,2.0,3.0,3.0,2.0,1.0,1.0,1562,58,U,1,2,6,6007353
9792,1,1,54,2.0,5.0,3.0,2.0,2.0,1.0,1562,58,U,1,2,6,6007354
9793,1,1,74,2.0,0.0,0.0,1.0,2.0,1.0,1562,58,U,1,2,6,6007355
9794,1,1,33,2.0,6.0,3.0,2.0,1.0,1.0,1563,58,U,1,2,6,6007401
9795,1,1,28,2.0,3.0,3.0,2.0,1.0,1.0,1563,58,U,1,2,6,6007403
9796,1,1,51,2.0,2.0,6.0,2.0,1.0,1.0,1563,58,U,1,2,6,6007404
9797,1,2,52,2.0,2.0,4.0,2.0,1.0,1.0,1563,58,U,1,2,6,6007405
9798,1,2,38,2.0,6.0,3.0,1.0,1.0,1.0,1564,58,U,1,2,6,6007421
9799,1,1,84,2.0,2.0,1.0,2.0,2.0,2.0,1564,58,U,1,2,6,6007422
9800,1,2,37,2.0,2.0,5.0,2.0,1.0,1.0,1564,58,U,1,2,6,6007423
9801,1,1,65,2.0,2.0,4.0,2.0,1.0,1.0,1564,58,U,1,2,6,6007424
9802,1,1,27,2.0,8.0,5.0,1.0,1.0,1.0,1564,58,U,1,2,6,6007425
9803,1,1,37,2.0,3.0,3.0,2.0,1.0,1.0,1565,59,U,1,3,6,6007441
9804,1,2,48,2.0,3.0,3.0,2.0,1.0,1.0,1565,59,U,1,3,6,6007442
9805,1,1,30,2.0,8.0,5.0,1.0,1.0,1.0,1565,59,U,1,3,6,6007443
9806,1,1,61,2.0,7.0,3.0,2.0,1.0,1.0,1565,59,U,1,3,6,6007444
9807,1,2,25,2.0,6.0,3.0,2.0,1.0,1.0,1565,59,U,1,3,6,6007445
9808,1,1,62,2.0,8.0,5.0,1.0,1.0,1.0,1566,60,U,1,4,6,6007471
9809,1,1,49,2.0,6.0,3.0,2.0,1.0,1.0,1566,60,U,1,4,6,6007472
9810,1,1,42,2.0,6.0,3.0,2.0,1.0,1.0,1566,60,U,1,4,6,6007473
9811,1,1,53,2.0,3.0,3.0,2.0,1.0,1.0,1566,60,U,1,4,6,6007474
9812,1,2,75,2.0,2.0,6.0,2.0,2.0,2.0,1567,60,U,1,4,6,6007482
9813,1,1,58,2.0,3.0,3.0,2.0,1.0,1.0,1567,60,U,1,4,6,6007483
9814,1,2,45,2.0,3.0,2.0,2.0,2.0,1.0,1567,60,U,1,4,6,6007484
9815,1,2,68,2.0,2.0,6.0,2.0,2.0,2.0,1567,60,U,1,4,6,6007485
9816,1,2,37,2.0,8.0,4.0,1.0,1.0,1.0,1568,58,U,1,2,6,6007531
9817,1,1,55,2.0,8.0,5.0,1.0,1.0,1.0,1568,58,U,1,2,6,6007532
9818,1,2,37,2.0,8.0,5.0,1.0,1.0,1.0,1568,58,U,1,2,6,6007533
9819,1,2,61,2.0,6.0,3.0,1.0,1.0,1.0,1568,58,U,1,2,6,6007534
9820,1,2,46,2.0,2.0,6.0,2.0,1.0,1.0,1568,58,U,1,2,6,6007535
9821,1,2,68,2.0,2.0,6.0,2.0,1.0,1.0,1569,60,U,1,4,6,6007631
9822,1,1,51,2.0,6.0,1.0,2.0,1.0,1.0,1569,60,U,1,4,6,6007632
9823,1,2,44,2.0,7.0,3.0,9.0,1.0,1.0,1569,60,U,1,4,6,6007633
9824,1,1,39,2.0,8.0,3.0,1.0,1.0,1.0,1569,60,U,1,4,6,6007634
9825,1,2,52,2.0,6.0,3.0,2.0,1.0,1.0,1569,60,U,1,4,6,6007635
9826,1,2,47,1.0,10.0,1.0,1.0,1.0,1.0,1570,60,U,1,4,6,6007711
9827,1,1,24,2.0,8.0,4.0,1.0,1.0,1.0,1570,60,U,1,4,6,6007712
9828,1,1,46,2.0,6.0,3.0,2.0,1.0,1.0,1570,60,U,1,4,6,6007713
9829,1,1,43,2.0,10.0,3.0,1.0,1.0,1.0,1570,60,U,1,4,6,6007714
9830,1,1,38,2.0,8.0,4.0,1.0,1.0,1.0,1570,60,U,1,4,6,6007715
9831,1,1,40,2.0,8.0,4.0,1.0,1.0,1.0,1571,60,U,1,4,6,6007721
9832,1,1,64,2.0,8.0,4.0,1.0,1.0,1.0,1571,60,U,1,4,6,6007724
9833,1,1,60,2.0,3.0,3.0,2.0,2.0,1.0,1571,60,U,1,4,6,6007725
9834,1,1,62,2.0,8.0,4.0,1.0,1.0,1.0,1572,58,U,1,2,6,6007741
9835,1,1,80,2.0,2.0,6.0,2.0,2.0,1.0,1572,58,U,1,2,6,6007743
9836,1,1,39,2.0,6.0,3.0,2.0,1.0,1.0,1572,58,U,1,2,6,6007744
9837,1,1,22,2.0,7.0,2.0,1.0,1.0,1.0,1573,60,U,1,4,6,6007801
9838,1,1,66,2.0,2.0,6.0,2.0,2.0,1.0,1573,60,U,1,4,6,6007802
9839,1,1,45,2.0,3.0,3.0,1.0,1.0,1.0,1573,60,U,1,4,6,6007803
9840,1,1,32,2.0,6.0,3.0,1.0,1.0,1.0,1573,60,U,1,4,6,6007804
9841,1,1,58,2.0,7.0,4.0,1.0,1.0,1.0,1574,59,U,1,3,6,6007831
9842,1,1,42,2.0,8.0,3.0,1.0,1.0,1.0,1574,59,U,1,3,6,6007832
9843,1,2,32,2.0,10.0,2.0,1.0,1.0,1.0,1574,59,U,1,3,6,6007833
9844,1,1,37,2.0,8.0,2.0,1.0,1.0,1.0,1574,59,U,1,3,6,6007834
9845,1,2,59,2.0,2.0,6.0,2.0,2.0,1.0,1574,59,U,1,3,6,6007835
9846,1,1,37,2.0,2.0,6.0,1.0,1.0,1.0,1575,58,U,1,2,6,6007861
9847,1,1,40,2.0,2.0,6.0,2.0,1.0,1.0,1575,58,U,1,2,6,6007862
9848,1,1,64,2.0,2.0,5.0,2.0,2.0,1.0,1575,58,U,1,2,6,6007863
9849,1,1,45,2.0,6.0,3.0,2.0,1.0,1.0,1575,58,U,1,2,6,6007864
9850,1,1,54,2.0,6.0,1.0,1.0,1.0,1.0,1576,60,U,1,4,6,6007891
9851,1,2,60,2.0,8.0,4.0,1.0,1.0,1.0,1576,60,U,1,4,6,6007892
9852,1,2,35,1.0,8.0,1.0,1.0,1.0,1.0,1576,60,U,1,4,6,6007893
9853,1,2,33,2.0,8.0,5.0,1.0,1.0,1.0,1576,60,U,1,4,6,6007894
9854,1,1,48,2.0,5.0,3.0,1.0,1.0,1.0,1577,60,U,1,4,6,6007901
9855,1,1,51,2.0,8.0,4.0,1.0,1.0,1.0,1577,60,U,1,4,6,6007902
9856,1,1,45,2.0,8.0,4.0,1.0,1.0,1.0,1577,60,U,1,4,6,6007903
9857,1,2,40,2.0,8.0,4.0,1.0,1.0,1.0,1577,60,U,1,4,6,6007904
9858,1,2,46,2.0,6.0,3.0,1.0,1.0,1.0,1577,60,U,1,4,6,6007905
9859,1,1,47,2.0,2.0,6.0,2.0,2.0,1.0,1578,58,U,1,2,6,6007951
9860,1,1,22,2.0,6.0,3.0,1.0,1.0,1.0,1578,58,U,1,2,6,6007953
9861,1,2,15,1.0,3.0,3.0,1.0,1.0,1.0,1578,58,U,1,2,6,6007954
9862,1,1,36,2.0,6.0,3.0,1.0,1.0,1.0,1578,58,U,1,2,6,6007955
9863,1,2,50,2.0,8.0,2.0,2.0,1.0,1.0,1579,58,U,1,2,6,6007991
9864,1,1,40,2.0,6.0,3.0,2.0,1.0,1.0,1579,58,U,1,2,6,6007992
9865,1,2,47,2.0,6.0,3.0,2.0,1.0,1.0,1579,58,U,1,2,6,6007993
9866,1,1,35,2.0,2.0,6.0,2.0,1.0,1.0,1579,58,U,1,2,6,6007994
9867,1,2,61,2.0,3.0,3.0,2.0,2.0,2.0,1579,58,U,1,2,6,6007995
9868,1,2,45,2.0,2.0,3.0,1.0,1.0,1.0,1580,58,U,1,2,6,6008001
9869,1,2,37,2.0,8.0,4.0,1.0,1.0,1.0,1580,58,U,1,2,6,6008003
9870,1,1,49,2.0,8.0,4.0,1.0,1.0,1.0,1580,58,U,1,2,6,6008004
9871,1,1,45,2.0,2.0,6.0,2.0,1.0,1.0,1581,58,U,1,2,6,6008051
9872,1,1,49,2.0,3.0,3.0,1.0,1.0,1.0,1581,58,U,1,2,6,6008052
9873,1,1,48,2.0,6.0,3.0,2.0,1.0,1.0,1581,58,U,1,2,6,6008053
9874,1,1,20,2.0,3.0,1.0,1.0,1.0,1.0,1581,58,U,1,2,6,6008054
9875,1,2,33,2.0,3.0,3.0,2.0,1.0,1.0,1581,58,U,1,2,6,6008055
9876,1,2,33,1.0,8.0,2.0,1.0,1.0,1.0,1582,58,U,1,2,6,6008061
9877,1,1,45,2.0,8.0,4.0,1.0,1.0,1.0,1582,58,U,1,2,6,6008062
9878,1,2,45,2.0,3.0,3.0,2.0,2.0,2.0,1582,58,U,1,2,6,6008063
9879,1,1,28,2.0,7.0,3.0,1.0,1.0,1.0,1582,58,U,1,2,6,6008064
9880,1,1,33,2.0,3.0,3.0,2.0,1.0,1.0,1582,58,U,1,2,6,6008065
9881,1,1,49,2.0,3.0,3.0,2.0,2.0,1.0,1583,58,U,1,2,6,6008091
9882,1,1,61,2.0,3.0,3.0,2.0,2.0,1.0,1583,58,U,1,2,6,6008092
9883,1,1,57,2.0,2.0,6.0,2.0,1.0,1.0,1583,58,U,1,2,6,6008093
9884,1,1,49,2.0,6.0,3.0,1.0,1.0,1.0,1583,58,U,1,2,6,6008094
9885,1,1,42,2.0,6.0,3.0,2.0,1.0,1.0,1583,58,U,1,2,6,6008095
9886,1,1,43,2.0,3.0,2.0,2.0,2.0,2.0,1584,58,U,1,2,6,6008141
9887,1,2,62,2.0,0.0,0.0,9.0,9.0,1.0,1584,58,U,1,2,6,6008142
9888,1,1,44,2.0,6.0,3.0,1.0,1.0,1.0,1584,58,U,1,2,6,6008143
9889,1,1,47,2.0,6.0,3.0,1.0,1.0,1.0,1584,58,U,1,2,6,6008144
9890,1,2,43,2.0,6.0,3.0,2.0,1.0,1.0,1584,58,U,1,2,6,6008145
9891,1,1,55,2.0,3.0,3.0,2.0,1.0,1.0,1585,58,U,1,2,6,6008231
9892,1,2,36,2.0,3.0,3.0,1.0,1.0,1.0,1585,58,U,1,2,6,6008233
9893,1,1,67,2.0,0.0,0.0,2.0,1.0,1.0,1585,58,U,1,2,6,6008234
9894,1,1,60,2.0,2.0,6.0,2.0,2.0,2.0,1585,58,U,1,2,6,6008235
9895,1,1,74,2.0,5.0,3.0,2.0,1.0,1.0,1586,58,U,1,2,6,6008271
9896,1,1,75,1.0,2.0,6.0,2.0,2.0,1.0,1586,58,U,1,2,6,6008272
9897,1,1,38,2.0,8.0,3.0,2.0,2.0,2.0,1586,58,U,1,2,6,6008273
9898,1,2,41,2.0,8.0,4.0,1.0,1.0,1.0,1586,58,U,1,2,6,6008274
9899,1,2,42,2.0,8.0,3.0,1.0,1.0,1.0,1586,58,U,1,2,6,6008275
9900,1,1,51,2.0,3.0,3.0,1.0,1.0,1.0,1587,58,U,1,2,6,6008391
9901,1,2,57,2.0,3.0,3.0,2.0,1.0,1.0,1587,58,U,1,2,6,6008392
9902,1,1,43,2.0,3.0,2.0,2.0,1.0,1.0,1587,58,U,1,2,6,6008394
9903,1,1,39,2.0,6.0,3.0,2.0,1.0,1.0,1587,58,U,1,2,6,6008395
9904,1,1,52,2.0,3.0,3.0,2.0,2.0,1.0,1588,58,U,1,2,6,6008401
9905,1,1,38,2.0,3.0,2.0,2.0,1.0,1.0,1588,58,U,1,2,6,6008402
9906,1,1,43,2.0,2.0,6.0,2.0,1.0,1.0,1588,58,U,1,2,6,6008403
9907,1,2,42,2.0,0.0,0.0,2.0,1.0,1.0,1588,58,U,1,2,6,6008404
9908,1,1,40,2.0,6.0,3.0,1.0,1.0,1.0,1588,58,U,1,2,6,6008405
9909,1,2,47,2.0,3.0,3.0,2.0,1.0,1.0,1589,58,U,1,2,6,6008531
9910,1,2,31,2.0,6.0,3.0,1.0,1.0,1.0,1589,58,U,1,2,6,6008532
9911,1,1,30,2.0,8.0,2.0,2.0,1.0,1.0,1589,58,U,1,2,6,6008533
9912,1,1,53,2.0,7.0,2.0,1.0,1.0,1.0,1589,58,U,1,2,6,6008535
9913,1,1,31,2.0,8.0,5.0,1.0,1.0,1.0,1590,59,U,1,3,6,6008541
9914,1,1,23,2.0,99.0,9.0,1.0,1.0,1.0,1590,59,U,1,3,6,6008542
9915,1,2,55,2.0,3.0,3.0,1.0,1.0,1.0,1590,59,U,1,3,6,6008543
9916,1,2,39,2.0,8.0,4.0,1.0,1.0,1.0,1590,59,U,1,3,6,6008544
9917,1,2,46,2.0,8.0,1.0,1.0,1.0,1.0,1590,59,U,1,3,6,6008545
9918,1,2,50,2.0,7.0,2.0,1.0,1.0,1.0,1591,59,U,1,3,6,6008551
9919,1,2,27,2.0,8.0,4.0,1.0,1.0,1.0,1591,59,U,1,3,6,6008553
9920,1,2,62,2.0,3.0,3.0,1.0,1.0,1.0,1591,59,U,1,3,6,6008554
9921,1,2,23,2.0,8.0,4.0,1.0,1.0,1.0,1591,59,U,1,3,6,6008555
9922,1,1,25,1.0,8.0,2.0,1.0,1.0,1.0,1591,59,U,1,3,6,6008555
9923,1,2,22,1.0,8.0,2.0,1.0,1.0,1.0,1591,59,U,1,3,6,6008555
9924,1,2,23,2.0,8.0,3.0,1.0,1.0,1.0,1591,59,U,1,3,6,6008555
9925,1,1,67,2.0,8.0,5.0,1.0,1.0,1.0,1592,58,U,1,2,6,6008561
9926,1,1,48,2.0,2.0,6.0,2.0,1.0,1.0,1592,58,U,1,2,6,6008562
9927,1,2,82,2.0,2.0,1.0,2.0,2.0,2.0,1592,58,U,1,2,6,6008563
9928,1,2,36,2.0,6.0,3.0,2.0,1.0,1.0,1592,58,U,1,2,6,6008564
9929,1,2,67,2.0,2.0,6.0,2.0,2.0,1.0,1592,58,U,1,2,6,6008565
9930,1,1,67,2.0,3.0,2.0,2.0,1.0,1.0,1593,59,U,1,3,6,6008581
9931,1,2,51,2.0,7.0,3.0,1.0,1.0,1.0,1593,59,U,1,3,6,6008582
9932,1,1,67,2.0,3.0,3.0,2.0,1.0,1.0,1593,59,U,1,3,6,6008583
9933,1,1,37,2.0,6.0,3.0,1.0,1.0,1.0,1593,59,U,1,3,6,6008584
9934,1,1,25,2.0,6.0,3.0,1.0,1.0,1.0,1593,59,U,1,3,6,6008585
9935,1,2,74,2.0,2.0,4.0,2.0,2.0,2.0,1594,59,U,1,3,6,6008671
9936,1,1,66,2.0,7.0,3.0,2.0,1.0,1.0,1594,59,U,1,3,6,6008673
9937,1,2,57,2.0,3.0,3.0,2.0,2.0,1.0,1594,59,U,1,3,6,6008674
9938,1,1,47,2.0,2.0,6.0,2.0,1.0,1.0,1595,59,U,1,3,6,6008702
9939,1,1,41,2.0,6.0,3.0,1.0,1.0,1.0,1595,59,U,1,3,6,6008703
9940,1,1,34,2.0,8.0,4.0,1.0,1.0,1.0,1595,59,U,1,3,6,6008705
9941,1,1,26,2.0,8.0,5.0,1.0,1.0,1.0,1596,59,U,1,3,6,6008781
9942,1,1,34,1.0,10.0,1.0,1.0,1.0,1.0,1596,59,U,1,3,6,6008782
9943,1,1,35,2.0,8.0,4.0,1.0,1.0,1.0,1596,59,U,1,3,6,6008783
9944,1,1,43,1.0,2.0,6.0,2.0,2.0,1.0,1596,59,U,1,3,6,6008784
9945,1,1,18,1.0,6.0,2.0,1.0,1.0,1.0,1596,59,U,1,3,6,6008785
9946,1,2,73,2.0,2.0,6.0,2.0,2.0,2.0,1597,58,U,1,2,6,6008811
9947,1,1,97,2.0,0.0,0.0,2.0,2.0,2.0,1597,58,U,1,2,6,6008813
9948,1,2,65,2.0,2.0,6.0,2.0,2.0,2.0,1597,58,U,1,2,6,6008814
9949,1,2,68,2.0,0.0,0.0,2.0,1.0,1.0,1597,58,U,1,2,6,6008815
9950,1,2,54,2.0,8.0,5.0,2.0,1.0,1.0,1598,59,U,1,3,6,6008831
9951,1,1,57,2.0,10.0,2.0,1.0,1.0,1.0,1598,59,U,1,3,6,6008832
9952,1,1,55,2.0,10.0,2.0,1.0,1.0,1.0,1598,59,U,1,3,6,6008833
9953,1,1,35,2.0,8.0,3.0,1.0,1.0,1.0,1599,58,U,1,2,6,6008921
9954,1,1,45,2.0,3.0,3.0,2.0,2.0,2.0,1599,58,U,1,2,6,6008922
9955,1,1,82,2.0,0.0,0.0,2.0,2.0,2.0,1599,58,U,1,2,6,6008923
9956,1,1,80,2.0,2.0,5.0,2.0,2.0,1.0,1599,58,U,1,2,6,6008924
9957,1,1,37,2.0,10.0,4.0,1.0,1.0,1.0,1599,58,U,1,2,6,6008925
9958,1,1,59,2.0,8.0,4.0,1.0,1.0,1.0,1600,58,U,1,2,6,6008951
9959,1,2,67,2.0,3.0,3.0,1.0,1.0,1.0,1600,58,U,1,2,6,6008952
9960,1,1,66,2.0,2.0,6.0,1.0,1.0,1.0,1600,58,U,1,2,6,6008953
9961,1,1,86,2.0,0.0,0.0,2.0,2.0,2.0,1600,58,U,1,2,6,6008954
9962,1,1,35,2.0,3.0,2.0,2.0,1.0,1.0,1600,58,U,1,2,6,6008955
9963,1,1,41,2.0,8.0,4.0,1.0,1.0,1.0,1601,59,U,1,3,6,6008971
9964,1,1,59,2.0,8.0,2.0,1.0,1.0,1.0,1601,59,U,1,3,6,6008972
9965,1,2,68,2.0,3.0,2.0,2.0,1.0,1.0,1601,59,U,1,3,6,6008974
9966,1,1,56,2.0,8.0,5.0,1.0,1.0,1.0,1601,59,U,1,3,6,6008975
9967,1,1,26,2.0,6.0,3.0,2.0,1.0,1.0,1602,58,U,1,2,6,6009091
9968,1,2,34,2.0,8.0,3.0,2.0,1.0,1.0,1602,58,U,1,2,6,6009092
9969,1,1,25,2.0,8.0,3.0,1.0,1.0,1.0,1602,58,U,1,2,6,6009093
9970,1,1,74,2.0,2.0,6.0,2.0,2.0,2.0,1602,58,U,1,2,6,6009094
9971,1,1,73,2.0,8.0,4.0,1.0,1.0,1.0,1602,58,U,1,2,6,6009095
9972,1,2,55,2.0,7.0,4.0,1.0,1.0,1.0,1603,59,U,1,3,6,6009151
9973,1,2,37,2.0,10.0,2.0,1.0,1.0,1.0,1603,59,U,1,3,6,6009152
9974,1,2,64,2.0,3.0,3.0,2.0,2.0,2.0,1603,59,U,1,3,6,6009153
9975,1,1,63,2.0,2.0,6.0,2.0,1.0,1.0,1603,59,U,1,3,6,6009154
9976,1,1,41,2.0,6.0,3.0,1.0,1.0,1.0,1603,59,U,1,3,6,6009155
9977,1,2,72,2.0,8.0,4.0,2.0,1.0,1.0,1604,59,U,1,3,6,6009231
9978,1,2,30,2.0,6.0,3.0,1.0,1.0,1.0,1604,59,U,1,3,6,6009232
9979,1,2,48,2.0,8.0,4.0,1.0,1.0,1.0,1604,59,U,1,3,6,6009233
9980,1,2,66,2.0,6.0,2.0,2.0,2.0,1.0,1604,59,U,1,3,6,6009235
9981,1,1,40,2.0,6.0,3.0,1.0,1.0,1.0,1605,59,U,1,3,6,6009241
9982,1,1,35,2.0,3.0,3.0,2.0,1.0,1.0,1605,59,U,1,3,6,6009242
9983,1,2,70,2.0,2.0,6.0,2.0,2.0,2.0,1605,59,U,1,3,6,6009243
9984,1,1,57,2.0,6.0,2.0,2.0,1.0,1.0,1605,59,U,1,3,6,6009244
9985,1,1,33,2.0,8.0,3.0,1.0,1.0,1.0,1605,59,U,1,3,6,6009245
9986,1,2,52,2.0,6.0,3.0,1.0,1.0,1.0,1606,59,U,1,3,6,6009251
9987,1,1,60,2.0,6.0,3.0,2.0,1.0,1.0,1606,59,U,1,3,6,6009252
9988,1,1,48,2.0,8.0,3.0,2.0,1.0,1.0,1606,59,U,1,3,6,6009253
