UPM,VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P1_5_3,P2_1,P2_2,P2_3,FAC_VIV,UPM_DIS,EST_DIS,DOMINIO,TLOC,ESTRATO,ENT
0101543,05,3,1,1,1,1,1,1,4,1,,196,00203,006,U,1,2,01
0101551,01,2,1,1,1,1,1,2,6,1,,238,00204,006,U,1,2,01
0101551,02,2,1,1,1,1,2,1,6,1,,238,00204,006,U,1,2,01
0101551,03,2,1,1,1,2,2,2,4,1,,238,00204,006,U,1,2,01
0101551,04,3,1,1,1,1,1,1,3,1,,238,00204,006,U,1,2,01
0101551,05,2,1,1,1,1,1,2,5,1,,238,00204,006,U,1,2,01
0101564,02,3,1,1,1,1,1,1,2,1,,223,00205,008,U,1,4,01
0101564,03,3,1,1,1,1,1,1,5,1,,223,00205,008,U,1,4,01
0101564,04,3,1,1,1,1,1,2,3,1,,223,00205,008,U,1,4,01
0101564,05,3,1,1,1,1,1,1,2,1,,223,00205,008,U,1,4,01
0101595,01,2,1,1,1,1,1,1,5,1,,185,00206,006,U,1,2,01
0101595,03,2,1,1,1,1,1,1,5,1,,185,00206,006,U,1,2,01
0101595,04,1,1,1,1,1,2,2,4,1,,185,00206,006,U,1,2,01
0101595,05,3,1,1,1,1,1,1,8,1,,185,00206,006,U,1,2,01
0101610,01,3,1,1,1,1,1,1,3,1,,195,00207,007,U,1,3,01
0101610,02,3,1,1,1,1,1,1,5,1,,195,00207,007,U,1,3,01
0101610,03,3,1,1,1,1,1,1,7,1,,195,00207,007,U,1,3,01
0101610,04,3,1,1,1,1,1,2,4,1,,195,00207,007,U,1,3,01
0101610,05,3,1,1,1,1,1,2,4,1,,195,00207,007,U,1,3,01
0101615,01,3,1,1,1,1,1,2,7,1,,274,00208,007,U,1,3,01
0101615,02,3,1,1,1,1,1,2,4,1,,274,00208,007,U,1,3,01
0101615,03,3,1,1,1,1,1,2,3,1,,274,00208,007,U,1,3,01
0101615,04,3,1,1,1,1,1,1,3,1,,274,00208,007,U,1,3,01
0101615,05,3,1,1,1,1,2,2,3,1,,274,00208,007,U,1,3,01
0101628,02,3,1,1,1,1,1,1,4,1,,364,00209,008,U,1,4,01
0101628,03,3,1,1,1,1,1,1,3,1,,364,00209,008,U,1,4,01
0101628,04,3,1,1,1,1,1,1,4,1,,364,00209,008,U,1,4,01
0101628,05,3,1,1,1,1,1,1,2,1,,364,00209,008,U,1,4,01
0101633,01,3,1,1,1,1,1,1,1,1,,203,00210,008,U,1,4,01
0101633,02,3,1,1,1,1,1,1,3,1,,203,00210,008,U,1,4,01
0101633,03,3,1,1,1,1,1,1,3,1,,203,00210,008,U,1,4,01
0101633,04,3,1,1,1,1,1,1,4,1,,203,00210,008,U,1,4,01
0101633,05,3,1,1,1,1,1,1,2,1,,203,00210,008,U,1,4,01
0101639,02,3,1,1,1,1,1,1,3,1,,239,00211,006,U,1,2,01
0101639,04,2,1,1,1,1,2,2,2,1,,239,00211,006,U,1,2,01
0101644,01,3,1,1,1,1,1,1,2,1,,210,00212,006,U,1,2,01
0101644,02,2,1,1,1,1,1,1,3,1,,210,00212,006,U,1,2,01
0101644,03,3,1,1,1,1,1,1,5,1,,210,00212,006,U,1,2,01
0101644,04,3,1,1,1,1,1,2,3,1,,210,00212,006,U,1,2,01
0101644,05,2,1,1,1,1,1,2,3,1,,210,00212,006,U,1,2,01
0101651,01,2,1,1,1,1,1,1,3,1,,213,00213,006,U,1,2,01
0101651,03,3,1,1,1,1,1,1,5,1,,213,00213,006,U,1,2,01
0101651,04,3,1,1,1,1,1,2,5,1,,213,00213,006,U,1,2,01
0101651,05,2,1,1,1,1,1,2,4,1,,213,00213,006,U,1,2,01
0101662,01,3,1,1,1,1,2,2,4,1,,172,00214,007,U,1,3,01
0101662,02,2,1,1,1,1,1,1,3,1,,172,00214,007,U,1,3,01
0101662,03,3,1,1,1,1,1,1,3,1,,172,00214,007,U,1,3,01
0101662,04,3,1,1,1,1,1,2,3,1,,172,00214,007,U,1,3,01
0101662,05,3,1,1,1,1,1,1,1,1,,172,00214,007,U,1,3,01
0101667,01,3,1,1,1,2,2,2,1,1,,167,00215,007,U,1,3,01
0101667,02,3,1,1,1,1,1,1,4,1,,167,00215,007,U,1,3,01
0101667,03,2,1,1,1,1,1,2,3,1,,167,00215,007,U,1,3,01
0101667,04,3,1,1,1,1,1,1,1,1,,167,00215,007,U,1,3,01
0101667,05,3,1,1,1,1,1,1,5,1,,167,00215,007,U,1,3,01
0101668,01,2,1,1,1,1,1,2,1,1,,172,00216,006,U,1,2,01
0101668,02,3,1,1,1,1,1,2,1,1,,172,00216,006,U,1,2,01
0101668,03,3,1,1,1,1,1,2,3,1,,172,00216,006,U,1,2,01
0101668,04,3,1,1,1,1,1,2,6,1,,172,00216,006,U,1,2,01
0101668,05,2,1,1,1,1,1,2,6,1,,172,00216,006,U,1,2,01
0101675,01,3,1,1,1,1,1,2,5,1,,233,00217,006,U,1,2,01
0101675,02,2,1,1,1,2,1,2,6,1,,233,00217,006,U,1,2,01
0101675,03,3,1,1,1,1,1,2,3,1,,233,00217,006,U,1,2,01
0101675,05,3,1,1,1,1,2,2,9,1,,233,00217,006,U,1,2,01
0101688,01,3,1,1,1,1,1,1,5,1,,219,00218,008,U,1,4,01
0101688,02,3,1,1,1,1,1,1,4,1,,219,00218,008,U,1,4,01
0101688,03,2,1,1,1,1,1,1,5,1,,219,00218,008,U,1,4,01
0101688,04,3,1,1,1,1,1,2,4,1,,219,00218,008,U,1,4,01
0101705,01,3,1,1,1,1,1,1,4,1,,176,00219,008,U,1,4,01
0101705,02,3,1,1,1,1,1,1,2,1,,176,00219,008,U,1,4,01
0101705,03,3,1,1,1,1,1,2,3,1,,176,00219,008,U,1,4,01
0101705,04,3,1,1,1,1,1,1,3,1,,176,00219,008,U,1,4,01
0101705,05,3,1,1,1,1,1,1,2,1,,176,00219,008,U,1,4,01
0101721,01,3,1,1,1,1,1,1,4,1,,199,00220,008,U,1,4,01
0101721,02,3,1,1,1,1,1,2,2,1,,199,00220,008,U,1,4,01
0101721,03,3,1,1,1,1,1,1,3,1,,199,00220,008,U,1,4,01
0101721,04,3,1,1,1,1,1,1,6,1,,199,00220,008,U,1,4,01
0101724,01,3,1,1,1,1,1,1,2,1,,197,00221,008,U,1,4,01
0101724,02,3,1,1,1,1,1,2,2,1,,197,00221,008,U,1,4,01
0101724,03,3,1,1,1,1,1,2,3,1,,197,00221,008,U,1,4,01
0101724,04,3,1,1,1,1,1,1,2,1,,197,00221,008,U,1,4,01
0101724,05,3,1,1,1,1,1,1,5,1,,197,00221,008,U,1,4,01
0101736,03,3,1,1,1,1,1,1,3,1,,211,00222,008,U,1,4,01
0101736,04,3,1,1,1,1,1,1,1,1,,211,00222,008,U,1,4,01
0101736,05,3,1,1,1,1,1,1,4,1,,211,00222,008,U,1,4,01
0101738,01,3,1,1,1,1,1,1,5,1,,180,00223,008,U,1,4,01
0101738,02,3,1,1,1,1,1,1,1,1,,180,00223,008,U,1,4,01
0101738,03,3,1,1,1,1,1,1,2,1,,180,00223,008,U,1,4,01
0101738,04,3,1,1,1,1,2,1,2,1,,180,00223,008,U,1,4,01
0101738,05,3,1,1,1,1,1,1,3,1,,180,00223,008,U,1,4,01
0101741,04,3,1,1,1,1,1,1,3,1,,321,00224,008,U,1,4,01
0101747,01,3,1,1,1,1,2,1,4,1,,210,00225,006,U,1,2,01
0101747,02,3,1,1,1,1,1,1,7,2,2,210,00225,006,U,1,2,01
0101747,03,3,1,1,1,1,2,2,1,1,,210,00225,006,U,1,2,01
0101747,04,3,1,1,1,1,1,1,3,1,,210,00225,006,U,1,2,01
0101747,05,3,1,1,1,1,1,2,1,1,,210,00225,006,U,1,2,01
0101758,02,2,1,1,1,2,2,2,3,1,,203,00226,006,U,1,2,01
0101758,04,3,1,1,1,1,1,2,1,1,,203,00226,006,U,1,2,01
0101758,05,3,1,1,1,1,1,1,4,1,,203,00226,006,U,1,2,01
0101773,03,2,1,1,1,2,2,2,2,1,,192,00227,006,U,1,2,01
0101773,04,3,1,1,1,1,1,2,2,1,,192,00227,006,U,1,2,01
0101773,05,3,1,1,1,1,2,2,4,1,,192,00227,006,U,1,2,01
0101784,01,3,1,1,1,1,1,1,4,1,,193,00228,006,U,1,2,01
0101784,02,3,1,1,1,1,1,1,2,1,,193,00228,006,U,1,2,01
0101784,03,3,1,1,1,1,1,2,3,1,,193,00228,006,U,1,2,01
0101784,04,2,1,1,1,1,1,2,2,1,,193,00228,006,U,1,2,01
0101784,05,2,1,1,1,1,2,2,3,1,,193,00228,006,U,1,2,01
0101786,01,3,1,1,1,1,1,2,5,1,,210,00229,008,U,1,4,01
0101786,02,3,1,1,1,1,1,1,6,1,,210,00229,008,U,1,4,01
0101786,03,3,1,1,1,2,1,2,4,1,,210,00229,008,U,1,4,01
0101786,04,3,1,1,1,1,2,2,1,1,,210,00229,008,U,1,4,01
0101786,05,3,1,1,1,1,1,1,2,1,,210,00229,008,U,1,4,01
0101791,01,3,1,1,1,1,1,2,3,1,,212,00230,006,U,1,2,01
0101791,02,3,1,1,1,1,1,1,1,1,,212,00230,006,U,1,2,01
0101791,03,3,1,1,1,1,1,1,6,1,,212,00230,006,U,1,2,01
0101791,04,2,1,1,1,2,1,2,4,1,,212,00230,006,U,1,2,01
0101791,05,3,1,1,1,1,1,2,1,1,,212,00230,006,U,1,2,01
0101803,01,3,1,1,1,1,1,1,6,1,,307,00231,007,U,1,3,01
0101803,02,2,1,1,1,1,1,1,4,1,,307,00231,007,U,1,3,01
0101803,03,3,1,1,1,1,1,1,4,1,,307,00231,007,U,1,3,01
0101803,04,3,1,1,1,1,1,1,3,1,,307,00231,007,U,1,3,01
0101803,05,3,1,1,1,1,1,2,4,1,,307,00231,007,U,1,3,01
0101807,02,3,1,1,1,1,1,2,4,1,,311,00232,006,U,1,2,01
0101807,03,3,1,1,1,1,1,2,2,1,,311,00232,006,U,1,2,01
0101807,04,3,1,1,1,1,1,1,3,1,,311,00232,006,U,1,2,01
0101807,05,3,1,1,1,1,1,2,3,1,,311,00232,006,U,1,2,01
0101816,01,3,1,1,1,1,1,1,5,1,,207,00233,006,U,1,2,01
0101816,02,3,1,1,1,1,1,1,3,1,,207,00233,006,U,1,2,01
0101816,03,3,1,1,1,1,2,2,2,1,,207,00233,006,U,1,2,01
0101816,04,3,1,1,1,1,1,1,4,1,,207,00233,006,U,1,2,01
0101816,05,3,1,1,1,1,1,1,4,1,,207,00233,006,U,1,2,01
0101841,01,1,1,1,1,1,1,2,4,1,,218,00234,006,U,1,2,01
0101841,02,2,1,1,1,1,1,1,5,1,,218,00234,006,U,1,2,01
0101841,04,2,1,1,1,2,1,1,3,1,,218,00234,006,U,1,2,01
0101841,05,2,1,1,1,1,1,1,5,1,,218,00234,006,U,1,2,01
0101860,01,3,1,1,1,1,1,2,3,1,,199,00235,008,U,1,4,01
0101860,02,3,1,1,1,1,1,1,4,1,,199,00235,008,U,1,4,01
0101860,04,3,1,1,1,1,1,1,3,1,,199,00235,008,U,1,4,01
0101860,05,3,1,1,1,1,1,1,2,1,,199,00235,008,U,1,4,01
0101869,01,3,1,1,1,1,1,1,2,1,,184,00236,007,U,1,3,01
0101869,02,3,1,1,1,1,1,1,4,1,,184,00236,007,U,1,3,01
0101869,03,3,1,1,1,1,1,2,4,1,,184,00236,007,U,1,3,01
0101869,04,3,1,1,1,1,1,1,3,1,,184,00236,007,U,1,3,01
0101869,05,3,1,1,1,1,1,2,4,1,,184,00236,007,U,1,3,01
0101874,02,3,1,1,1,1,1,1,2,1,,245,00237,008,U,1,4,01
0101874,03,3,1,1,1,1,1,1,4,1,,245,00237,008,U,1,4,01
0101874,04,3,1,1,1,1,1,1,3,1,,245,00237,008,U,1,4,01
0101874,05,3,1,1,1,1,1,1,2,1,,245,00237,008,U,1,4,01
0101877,02,3,1,1,1,1,1,1,5,1,,193,00238,008,U,1,4,01
0101877,03,3,1,1,1,1,2,1,1,1,,193,00238,008,U,1,4,01
0101877,05,3,1,1,1,1,1,1,4,1,,193,00238,008,U,1,4,01
0101878,02,3,1,1,1,1,1,1,3,1,,215,00239,008,U,1,4,01
0101878,03,3,1,1,1,1,1,1,6,1,,215,00239,008,U,1,4,01
0101878,04,3,1,1,1,1,1,1,6,1,,215,00239,008,U,1,4,01
0101878,05,3,1,1,1,1,1,1,6,1,,215,00239,008,U,1,4,01
0101881,03,3,1,1,1,1,1,1,5,1,,208,00240,008,U,1,4,01
0101881,05,3,1,1,1,1,1,1,2,1,,208,00240,008,U,1,4,01
0101882,01,3,1,1,1,1,1,1,3,1,,216,00241,008,U,1,4,01
0101882,03,3,1,1,1,1,1,1,3,1,,216,00241,008,U,1,4,01
0101882,04,3,1,1,1,1,1,1,3,1,,216,00241,008,U,1,4,01
0101882,05,3,1,1,1,1,1,1,2,1,,216,00241,008,U,1,4,01
0101883,01,3,1,1,1,1,2,2,1,1,,234,00242,008,U,1,4,01
0101883,02,3,1,1,1,1,1,1,5,1,,234,00242,008,U,1,4,01
0101883,03,3,1,1,1,1,1,1,4,1,,234,00242,008,U,1,4,01
0101883,04,3,1,1,1,1,1,1,2,1,,234,00242,008,U,1,4,01
0101883,05,3,1,1,1,1,1,1,6,1,,234,00242,008,U,1,4,01
0101886,01,3,1,1,1,1,1,1,5,1,,194,00243,007,U,1,3,01
0101886,02,3,1,1,1,1,2,1,2,1,,194,00243,007,U,1,3,01
0101886,03,2,1,1,1,1,1,2,2,1,,194,00243,007,U,1,3,01
0101886,04,3,1,1,1,2,2,2,2,1,,194,00243,007,U,1,3,01
0101886,05,3,1,1,1,1,1,1,3,1,,194,00243,007,U,1,3,01
0101900,01,3,1,1,1,1,1,1,5,1,,189,00244,008,U,1,4,01
0101900,02,2,1,1,1,1,1,1,6,1,,189,00244,008,U,1,4,01
0101900,03,3,1,1,1,1,1,1,3,1,,189,00244,008,U,1,4,01
0101900,04,2,1,1,1,1,1,1,3,1,,189,00244,008,U,1,4,01
0101900,05,3,1,1,1,1,1,2,3,1,,189,00244,008,U,1,4,01
0101902,02,2,1,1,1,1,1,2,6,1,,222,00245,006,U,1,2,01
0101902,03,2,1,1,1,1,1,1,3,1,,222,00245,006,U,1,2,01
0101902,04,3,1,1,1,1,1,2,2,1,,222,00245,006,U,1,2,01
0101902,05,2,1,1,1,1,2,2,1,1,,222,00245,006,U,1,2,01
0101908,01,2,1,1,1,1,1,1,4,1,,192,00246,006,U,1,2,01
0101908,02,3,1,1,1,1,1,2,4,1,,192,00246,006,U,1,2,01
0101908,03,3,1,1,1,2,2,2,4,1,,192,00246,006,U,1,2,01
0101908,04,3,1,1,1,1,1,1,2,1,,192,00246,006,U,1,2,01
0101908,05,3,1,1,1,1,2,2,5,1,,192,00246,006,U,1,2,01
0101916,01,3,1,1,1,1,1,1,3,1,,207,00247,006,U,1,2,01
0101916,02,2,1,1,1,1,2,2,2,1,,207,00247,006,U,1,2,01
0101916,03,2,1,1,1,1,1,2,5,1,,207,00247,006,U,1,2,01
0101916,04,2,1,1,1,1,2,2,8,1,,207,00247,006,U,1,2,01
0101916,05,2,1,1,1,1,1,2,2,1,,207,00247,006,U,1,2,01
0101926,01,3,1,1,1,1,2,2,6,1,,193,00248,006,U,1,2,01
0101926,02,2,1,1,1,1,1,2,5,1,,193,00248,006,U,1,2,01
0101926,03,2,1,1,1,1,2,1,3,1,,193,00248,006,U,1,2,01
0101926,04,2,1,1,1,1,1,1,4,1,,193,00248,006,U,1,2,01
0101928,01,3,1,1,1,1,1,1,3,1,,196,00249,008,U,1,4,01
0101928,02,3,1,1,1,1,1,1,4,1,,196,00249,008,U,1,4,01
0101928,03,3,1,1,1,1,1,1,5,1,,196,00249,008,U,1,4,01
0101928,04,3,1,1,1,1,1,1,3,1,,196,00249,008,U,1,4,01
0101928,05,3,1,1,1,1,1,1,4,1,,196,00249,008,U,1,4,01
0101943,01,2,1,1,1,1,1,1,4,1,,210,00250,006,U,1,2,01
0101943,02,2,1,1,1,1,1,1,2,1,,210,00250,006,U,1,2,01
0101943,03,3,1,1,1,1,1,2,3,1,,210,00250,006,U,1,2,01
0101943,04,3,1,1,1,1,1,2,2,1,,210,00250,006,U,1,2,01
0101943,05,2,1,1,1,1,1,1,4,2,2,210,00250,006,U,1,2,01
0101951,01,3,1,1,1,1,1,1,3,1,,206,00251,006,U,1,2,01
0101951,02,3,1,1,1,1,2,2,4,1,,206,00251,006,U,1,2,01
0101951,03,3,1,1,1,1,1,2,4,1,,206,00251,006,U,1,2,01
0101951,04,3,1,1,1,1,1,2,5,1,,206,00251,006,U,1,2,01
0101951,05,3,1,1,1,1,1,1,4,1,,206,00251,006,U,1,2,01
0101956,01,2,1,1,1,1,1,1,5,1,,367,00252,006,U,1,2,01
0101956,02,2,1,1,1,1,1,2,2,1,,367,00252,006,U,1,2,01
0101965,01,3,1,1,1,1,1,1,3,1,,329,00253,008,U,1,4,01
0101965,02,3,1,1,1,1,1,1,3,1,,329,00253,008,U,1,4,01
0101965,03,3,1,1,1,1,1,1,4,1,,329,00253,008,U,1,4,01
0101965,04,3,1,1,1,1,1,1,4,1,,329,00253,008,U,1,4,01
0101965,05,3,1,1,1,1,1,1,4,1,,329,00253,008,U,1,4,01
0101973,01,3,1,1,1,1,1,1,2,1,,179,00254,008,U,1,4,01
0101973,02,3,1,1,1,1,1,1,1,1,,179,00254,008,U,1,4,01
0101973,03,3,1,1,1,1,1,2,2,1,,179,00254,008,U,1,4,01
0101973,04,3,1,1,1,1,1,1,3,1,,179,00254,008,U,1,4,01
0101973,05,3,1,1,1,1,1,1,4,1,,179,00254,008,U,1,4,01
0101980,01,2,1,1,1,1,1,1,6,1,,242,00255,006,U,1,2,01
0101980,02,3,1,1,1,1,1,1,4,1,,242,00255,006,U,1,2,01
0101980,03,3,1,1,1,1,1,2,5,1,,242,00255,006,U,1,2,01
0101980,04,2,1,1,1,1,1,1,1,1,,242,00255,006,U,1,2,01
0101980,05,2,1,1,1,1,1,1,5,1,,242,00255,006,U,1,2,01
0101990,01,2,1,1,1,1,1,2,7,1,,192,00256,006,U,1,2,01
0101990,03,2,1,1,1,1,2,2,4,1,,192,00256,006,U,1,2,01
0101990,04,2,1,1,1,1,1,2,4,1,,192,00256,006,U,1,2,01
0101990,05,2,1,1,1,1,1,1,5,1,,192,00256,006,U,1,2,01
0102005,01,3,1,1,1,1,1,1,2,1,,165,00257,001,U,2,2,01
0102005,02,3,1,1,1,1,1,1,3,1,,165,00257,001,U,2,2,01
0102005,03,3,1,1,1,1,1,1,3,1,,165,00257,001,U,2,2,01
0102005,04,3,1,1,1,1,1,1,4,1,,165,00257,001,U,2,2,01
0102005,05,2,2,1,1,1,1,1,5,1,,165,00257,001,U,2,2,01
0102005,06,2,1,1,1,1,1,2,2,1,,165,00257,001,U,2,2,01
0102005,07,2,1,1,1,1,1,2,9,1,,165,00257,001,U,2,2,01
0102005,08,3,1,1,1,1,1,1,4,1,,165,00257,001,U,2,2,01
0102005,09,2,1,1,1,1,2,2,6,1,,165,00257,001,U,2,2,01
0102005,10,2,1,1,1,1,1,1,4,1,,165,00257,001,U,2,2,01
0102005,11,2,1,1,1,1,1,1,1,1,,165,00257,001,U,2,2,01
0102005,12,3,1,1,1,1,1,1,3,1,,165,00257,001,U,2,2,01
0102005,13,3,1,1,1,1,1,2,6,1,,165,00257,001,U,2,2,01
0102005,14,3,1,1,1,1,1,1,3,1,,165,00257,001,U,2,2,01
0102005,15,3,1,1,1,1,1,2,8,1,,165,00257,001,U,2,2,01
0102005,16,3,1,1,1,1,1,1,8,1,,165,00257,001,U,2,2,01
0102005,17,2,1,1,1,1,1,2,5,1,,165,00257,001,U,2,2,01
0102005,18,3,1,1,1,1,1,1,2,1,,165,00257,001,U,2,2,01
0102005,19,3,1,1,1,1,1,1,5,1,,165,00257,001,U,2,2,01
0102005,20,3,1,1,1,1,1,2,5,1,,165,00257,001,U,2,2,01
0102027,01,3,1,1,1,1,1,2,4,1,,148,00258,009,U,2,2,01
0102027,02,2,1,1,1,1,1,1,5,1,,148,00258,009,U,2,2,01
0102027,04,1,1,1,1,1,1,1,11,2,2,148,00258,009,U,2,2,01
0102027,05,3,1,1,1,1,1,1,5,1,,148,00258,009,U,2,2,01
0102032,01,3,1,1,1,1,1,1,3,1,,160,00259,009,U,2,2,01
0102032,02,2,1,1,1,1,1,2,4,1,,160,00259,009,U,2,2,01
0102032,03,2,1,1,1,1,1,2,4,1,,160,00259,009,U,2,2,01
0102032,05,2,1,1,1,2,2,2,9,1,,160,00259,009,U,2,2,01
0102037,01,3,1,1,1,1,1,2,8,1,,225,00260,009,U,2,2,01
0102037,03,3,1,1,1,1,1,2,1,1,,225,00260,009,U,2,2,01
0102037,04,2,1,1,1,1,1,1,7,1,,225,00260,009,U,2,2,01
0102037,05,3,1,1,1,1,1,1,5,1,,225,00260,009,U,2,2,01
0102038,01,3,1,1,1,1,1,1,3,1,,177,00261,010,U,2,3,01
0102038,02,3,1,1,1,1,1,1,4,1,,177,00261,010,U,2,3,01
0102038,03,3,1,1,1,1,1,1,1,1,,177,00261,010,U,2,3,01
0102038,04,3,1,1,1,1,1,1,5,1,,177,00261,010,U,2,3,01
0102038,05,3,1,1,1,1,1,2,3,1,,177,00261,010,U,2,3,01
0102041,01,2,1,1,1,1,1,2,5,1,,257,00262,009,U,2,2,01
0102041,02,3,1,1,1,1,1,2,5,1,,257,00262,009,U,2,2,01
0102041,03,2,1,1,1,1,2,2,6,1,,257,00262,009,U,2,2,01
0102041,04,2,1,1,1,1,1,2,2,1,,257,00262,009,U,2,2,01
0102041,05,2,1,1,1,1,1,2,5,1,,257,00262,009,U,2,2,01
0102046,01,3,1,1,1,1,1,1,4,1,,158,00263,010,U,2,3,01
0102046,02,3,1,1,1,1,1,1,3,1,,158,00263,010,U,2,3,01
0102046,03,3,1,1,1,1,1,2,4,1,,158,00263,010,U,2,3,01
0102046,05,3,1,1,1,1,1,1,2,1,,158,00263,010,U,2,3,01
0102053,01,3,1,1,1,1,1,1,3,1,,248,00264,009,U,2,2,01
0102053,02,2,1,1,1,1,1,2,3,1,,248,00264,009,U,2,2,01
0102053,03,3,1,1,1,1,1,2,5,1,,248,00264,009,U,2,2,01
0102053,04,3,1,1,1,1,1,1,4,1,,248,00264,009,U,2,2,01
0102053,05,3,1,1,1,1,1,1,5,1,,248,00264,009,U,2,2,01
0102060,01,3,1,1,1,1,1,2,2,1,,208,00265,010,U,2,3,01
0102060,02,3,1,1,1,1,2,1,4,1,,208,00265,010,U,2,3,01
0102060,03,3,1,1,1,1,1,2,2,1,,208,00265,010,U,2,3,01
0102060,04,3,1,1,1,1,1,1,5,1,,208,00265,010,U,2,3,01
0102060,05,3,1,1,1,1,1,2,2,1,,208,00265,010,U,2,3,01
0102087,01,2,1,1,1,1,1,2,5,1,,178,00266,009,U,2,2,01
0102087,03,2,1,1,1,1,1,1,4,1,,178,00266,009,U,2,2,01
0102087,04,3,1,1,1,1,1,2,1,1,,178,00266,009,U,2,2,01
0102087,05,3,1,1,1,1,1,1,2,1,,178,00266,009,U,2,2,01
0102098,01,3,1,1,1,1,1,1,5,1,,209,00267,009,U,2,2,01
0102098,02,2,1,1,1,1,1,1,2,1,,209,00267,009,U,2,2,01
0102098,03,3,1,1,1,1,1,2,6,1,,209,00267,009,U,2,2,01
0102098,04,3,1,1,1,1,1,2,5,1,,209,00267,009,U,2,2,01
0102098,05,3,1,1,1,1,1,1,4,1,,209,00267,009,U,2,2,01
0102108,01,3,1,1,1,2,2,2,2,1,,165,00268,009,U,2,2,01
0102108,02,3,1,1,1,2,2,2,6,1,,165,00268,009,U,2,2,01
0102108,03,1,1,1,1,1,2,2,1,1,,165,00268,009,U,2,2,01
0102108,04,3,1,1,1,1,2,1,10,1,,165,00268,009,U,2,2,01
0102108,05,3,1,1,1,1,1,1,7,2,2,165,00268,009,U,2,2,01
0102113,01,3,1,1,1,1,1,2,5,1,,162,00269,009,U,2,2,01
0102113,02,3,1,1,1,1,1,2,2,1,,162,00269,009,U,2,2,01
0102113,03,3,1,1,1,1,1,1,4,1,,162,00269,009,U,2,2,01
0102113,04,3,1,1,1,1,1,1,4,1,,162,00269,009,U,2,2,01
0102113,05,3,1,1,1,1,1,1,7,1,,162,00269,009,U,2,2,01
0102117,01,2,1,1,1,1,1,1,8,1,,223,00270,009,U,2,2,01
0102117,02,2,4,3,1,1,1,2,9,1,,223,00270,009,U,2,2,01
0102117,04,2,2,1,1,1,1,1,5,1,,223,00270,009,U,2,2,01
0102117,05,3,1,1,1,1,1,2,2,1,,223,00270,009,U,2,2,01
0102155,01,3,1,1,1,1,1,1,5,1,,155,00271,001,U,2,2,01
0102155,02,2,1,1,1,1,1,2,4,1,,155,00271,001,U,2,2,01
0102155,03,3,1,1,1,1,1,2,3,1,,155,00271,001,U,2,2,01
0102155,04,2,1,1,1,1,1,2,5,1,,155,00271,001,U,2,2,01
0102155,05,3,1,1,1,1,1,1,4,1,,155,00271,001,U,2,2,01
0102155,06,3,1,1,1,1,1,1,3,1,,155,00271,001,U,2,2,01
0102155,07,2,1,1,1,1,1,2,7,1,,155,00271,001,U,2,2,01
0102155,08,3,1,1,1,1,1,1,6,1,,155,00271,001,U,2,2,01
0102155,09,2,1,1,1,1,1,1,4,1,,155,00271,001,U,2,2,01
0102155,10,3,1,1,1,1,1,2,4,1,,155,00271,001,U,2,2,01
0102155,11,3,1,1,1,1,1,1,8,1,,155,00271,001,U,2,2,01
0102155,13,3,1,1,1,1,1,1,9,1,,155,00271,001,U,2,2,01
0102155,15,3,1,1,1,1,1,1,4,1,,155,00271,001,U,2,2,01
0102155,16,3,1,1,1,1,1,1,3,1,,155,00271,001,U,2,2,01
0102155,17,2,1,1,1,1,1,1,4,1,,155,00271,001,U,2,2,01
0102155,18,2,1,1,1,1,1,2,3,1,,155,00271,001,U,2,2,01
0102155,19,3,1,1,1,1,1,1,4,1,,155,00271,001,U,2,2,01
0102155,20,3,1,1,1,1,1,1,6,1,,155,00271,001,U,2,2,01
0102165,01,3,1,1,1,1,2,2,4,1,,161,00272,002,U,2,3,01
0102165,02,2,1,1,1,1,1,2,7,1,,161,00272,002,U,2,3,01
0102165,03,3,1,1,1,1,1,1,3,1,,161,00272,002,U,2,3,01
0102165,04,2,1,1,1,1,1,1,6,1,,161,00272,002,U,2,3,01
0102165,05,3,1,1,1,1,1,2,4,1,,161,00272,002,U,2,3,01
0102165,06,3,1,1,1,1,1,2,3,1,,161,00272,002,U,2,3,01
0102165,07,3,1,1,1,1,2,1,2,1,,161,00272,002,U,2,3,01
0102165,08,2,1,1,1,1,1,2,2,1,,161,00272,002,U,2,3,01
0102165,09,2,1,1,1,1,1,1,5,1,,161,00272,002,U,2,3,01
0102165,10,3,1,1,1,1,1,2,3,1,,161,00272,002,U,2,3,01
0102165,11,2,1,1,1,1,1,2,2,1,,161,00272,002,U,2,3,01
0102165,12,3,1,1,1,1,1,1,4,1,,161,00272,002,U,2,3,01
0102165,14,3,1,1,1,1,1,2,2,1,,161,00272,002,U,2,3,01
0102165,15,3,1,1,1,1,1,1,4,1,,161,00272,002,U,2,3,01
0102165,17,3,1,1,1,1,1,1,3,1,,161,00272,002,U,2,3,01
0102165,18,2,1,1,1,1,1,2,4,1,,161,00272,002,U,2,3,01
0102183,01,3,1,1,1,1,1,2,2,1,,145,00273,001,U,2,2,01
0102183,02,3,1,1,1,1,1,1,8,1,,145,00273,001,U,2,2,01
0102183,03,2,1,1,1,1,1,2,5,1,,145,00273,001,U,2,2,01
0102183,04,2,1,1,1,1,1,2,4,1,,145,00273,001,U,2,2,01
0102183,05,3,1,1,1,1,1,1,5,1,,145,00273,001,U,2,2,01
