UPM,VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P1_5_3,P2_1,P2_2,P2_3,FAC_VIV,UPM_DIS,EST_DIS,DOMINIO,TLOC,ESTRATO,ENT
0100023,01,3,1,1,1,1,1,1,1,1,,174,00001,007,U,1,3,01
0100023,02,3,1,1,1,1,1,1,6,1,,174,00001,007,U,1,3,01
0100023,03,3,1,1,1,1,1,1,2,1,,174,00001,007,U,1,3,01
0100023,04,3,1,1,1,1,1,2,9,1,,174,00001,007,U,1,3,01
0100023,05,3,1,1,1,1,1,2,3,1,,174,00001,007,U,1,3,01
0100029,01,3,1,1,1,1,1,2,5,1,,222,00002,006,U,1,2,01
0100029,02,3,1,1,1,1,1,1,3,1,,222,00002,006,U,1,2,01
0100029,03,2,1,1,1,2,2,2,5,1,,222,00002,006,U,1,2,01
0100029,05,3,1,1,1,1,1,1,3,1,,222,00002,006,U,1,2,01
0100037,01,3,1,1,1,1,1,2,6,1,,169,00003,007,U,1,3,01
0100037,02,3,1,1,1,1,1,1,2,1,,169,00003,007,U,1,3,01
0100037,03,3,1,1,1,1,1,1,8,2,2,169,00003,007,U,1,3,01
0100037,04,3,1,1,1,1,1,1,6,1,,169,00003,007,U,1,3,01
0100038,01,2,1,1,1,2,2,1,1,1,,149,00004,007,U,1,3,01
0100038,02,3,1,1,1,1,1,2,2,1,,149,00004,007,U,1,3,01
0100038,03,2,1,1,1,1,1,2,2,1,,149,00004,007,U,1,3,01
0100038,04,2,1,1,1,1,1,1,4,1,,149,00004,007,U,1,3,01
0100038,05,3,1,1,1,1,1,1,4,1,,149,00004,007,U,1,3,01
0100044,03,3,1,1,1,1,1,1,5,1,,165,00005,007,U,1,3,01
0100044,05,3,1,1,1,1,1,2,1,1,,165,00005,007,U,1,3,01
0100056,01,2,1,1,1,1,1,1,3,1,,125,00006,007,U,1,3,01
0100056,02,3,1,1,1,1,1,1,2,1,,125,00006,007,U,1,3,01
0100056,03,3,1,1,1,1,1,1,4,1,,125,00006,007,U,1,3,01
0100056,04,3,1,1,1,1,1,2,2,1,,125,00006,007,U,1,3,01
0100056,05,3,1,1,1,1,1,2,5,1,,125,00006,007,U,1,3,01
0100067,01,3,1,1,1,1,1,1,4,1,,229,00007,008,U,1,4,01
0100067,02,3,1,1,1,1,1,1,6,1,,229,00007,008,U,1,4,01
0100067,03,3,1,1,1,1,1,1,3,1,,229,00007,008,U,1,4,01
0100067,04,3,1,1,1,1,1,1,1,1,,229,00007,008,U,1,4,01
0100067,05,3,1,1,1,1,1,1,2,1,,229,00007,008,U,1,4,01
0100070,01,3,1,1,1,1,1,1,3,1,,173,00008,006,U,1,2,01
0100070,02,3,1,1,1,1,1,1,4,1,,173,00008,006,U,1,2,01
0100070,03,3,1,1,1,1,1,1,4,1,,173,00008,006,U,1,2,01
0100070,04,3,1,1,1,1,1,1,4,1,,173,00008,006,U,1,2,01
0100070,05,3,1,1,1,1,1,1,4,1,,173,00008,006,U,1,2,01
0100075,01,3,1,1,1,1,1,2,4,1,,192,00009,007,U,1,3,01
0100075,03,3,1,1,1,1,1,2,9,1,,192,00009,007,U,1,3,01
0100075,04,3,1,1,1,1,1,2,1,1,,192,00009,007,U,1,3,01
0100075,05,2,1,1,1,1,1,1,4,1,,192,00009,007,U,1,3,01
0100078,01,3,1,1,1,1,1,2,1,1,,196,00010,006,U,1,2,01
0100078,02,3,1,1,1,1,1,2,6,1,,196,00010,006,U,1,2,01
0100078,03,2,1,1,1,2,2,2,4,1,,196,00010,006,U,1,2,01
0100093,01,3,1,1,1,1,1,1,4,1,,163,00011,007,U,1,3,01
0100093,02,3,1,1,1,1,1,1,2,1,,163,00011,007,U,1,3,01
0100093,04,3,1,1,1,1,1,1,2,1,,163,00011,007,U,1,3,01
0100093,05,3,1,1,1,1,1,2,5,1,,163,00011,007,U,1,3,01
0100094,01,3,1,1,1,1,1,2,3,1,,198,00012,006,U,1,2,01
0100094,02,3,1,1,1,1,1,2,2,1,,198,00012,006,U,1,2,01
0100094,03,3,1,1,1,1,2,1,3,1,,198,00012,006,U,1,2,01
0100094,04,3,1,1,1,1,1,1,4,1,,198,00012,006,U,1,2,01
0100094,05,2,1,1,1,1,1,1,2,1,,198,00012,006,U,1,2,01
0100099,02,2,1,1,1,1,1,2,1,1,,173,00013,007,U,1,3,01
0100099,03,3,1,1,1,2,2,2,1,1,,173,00013,007,U,1,3,01
0100099,05,3,1,1,1,1,1,1,3,1,,173,00013,007,U,1,3,01
0100112,01,3,1,1,1,1,1,1,4,1,,175,00014,006,U,1,2,01
0100112,02,3,1,1,1,1,1,2,6,1,,175,00014,006,U,1,2,01
0100112,03,3,1,1,1,1,1,2,2,1,,175,00014,006,U,1,2,01
0100112,04,3,1,1,1,1,1,1,4,1,,175,00014,006,U,1,2,01
0100112,05,3,1,1,1,1,1,1,1,1,,175,00014,006,U,1,2,01
0100128,01,2,2,1,1,2,2,2,2,1,,160,00015,007,U,1,3,01
0100128,02,3,1,1,1,1,1,1,4,1,,160,00015,007,U,1,3,01
0100128,03,3,1,1,1,1,1,2,8,1,,160,00015,007,U,1,3,01
0100128,05,3,1,1,1,1,1,1,6,1,,160,00015,007,U,1,3,01
0100130,01,3,1,1,1,1,1,1,5,1,,144,00016,007,U,1,3,01
0100130,02,3,1,1,1,1,1,1,3,1,,144,00016,007,U,1,3,01
0100130,03,3,1,1,1,1,1,1,3,1,,144,00016,007,U,1,3,01
0100130,04,3,1,1,1,1,1,1,3,1,,144,00016,007,U,1,3,01
0100130,05,3,1,1,1,1,1,2,2,1,,144,00016,007,U,1,3,01
0100148,01,3,1,1,1,1,1,2,1,1,,178,00017,007,U,1,3,01
0100148,02,3,1,1,1,1,2,1,3,1,,178,00017,007,U,1,3,01
0100148,03,3,1,1,1,1,1,2,2,1,,178,00017,007,U,1,3,01
0100148,04,3,1,1,1,1,1,2,3,1,,178,00017,007,U,1,3,01
0100152,01,3,1,1,1,1,1,1,3,1,,136,00018,007,U,1,3,01
0100152,02,3,1,1,1,1,1,1,4,1,,136,00018,007,U,1,3,01
0100152,03,3,1,1,1,1,1,1,1,1,,136,00018,007,U,1,3,01
0100152,04,3,1,1,1,1,1,1,2,1,,136,00018,007,U,1,3,01
0100152,05,3,1,1,1,1,1,1,3,1,,136,00018,007,U,1,3,01
0100161,02,3,1,1,1,1,1,2,1,1,,187,00019,007,U,1,3,01
0100161,03,3,1,1,1,1,1,2,2,1,,187,00019,007,U,1,3,01
0100161,04,3,1,1,1,1,1,1,6,1,,187,00019,007,U,1,3,01
0100162,01,2,1,1,1,1,1,2,2,1,,145,00020,007,U,1,3,01
0100162,02,3,1,1,1,1,1,1,5,1,,145,00020,007,U,1,3,01
0100162,03,3,1,1,1,1,1,2,5,1,,145,00020,007,U,1,3,01
0100162,04,3,1,1,1,1,1,2,4,1,,145,00020,007,U,1,3,01
0100162,05,3,1,1,1,1,1,1,2,1,,145,00020,007,U,1,3,01
0100171,01,3,1,1,1,1,1,2,2,1,,102,00021,007,U,1,3,01
0100171,02,3,1,1,1,1,1,1,3,1,,102,00021,007,U,1,3,01
0100171,03,3,1,1,1,1,1,1,4,1,,102,00021,007,U,1,3,01
0100171,04,3,1,1,1,1,2,2,2,2,2,102,00021,007,U,1,3,01
0100171,05,3,1,1,1,1,1,1,2,1,,102,00021,007,U,1,3,01
0100175,01,3,1,1,1,1,1,1,5,1,,210,00022,006,U,1,2,01
0100175,02,3,1,1,1,1,1,2,4,1,,210,00022,006,U,1,2,01
0100175,03,3,1,1,1,1,1,2,2,1,,210,00022,006,U,1,2,01
0100175,04,3,1,1,1,1,1,2,2,1,,210,00022,006,U,1,2,01
0100180,01,3,1,1,1,1,1,2,2,1,,166,00023,007,U,1,3,01
0100180,02,3,1,1,1,1,1,1,5,2,2,166,00023,007,U,1,3,01
0100180,03,3,1,1,1,1,1,1,4,2,2,166,00023,007,U,1,3,01
0100180,04,3,1,1,1,1,1,1,5,1,,166,00023,007,U,1,3,01
0100180,05,3,1,1,1,1,2,1,2,1,,166,00023,007,U,1,3,01
0100183,01,3,1,1,1,1,2,2,1,1,,163,00024,007,U,1,3,01
0100183,02,3,1,1,1,1,1,1,5,1,,163,00024,007,U,1,3,01
0100183,03,3,1,1,1,1,1,2,3,1,,163,00024,007,U,1,3,01
0100183,04,3,1,1,1,1,1,1,4,1,,163,00024,007,U,1,3,01
0100183,05,3,1,1,1,1,1,1,3,1,,163,00024,007,U,1,3,01
0100186,01,3,1,1,1,1,1,1,5,1,,171,00025,007,U,1,3,01
0100186,02,3,1,1,1,1,1,1,2,1,,171,00025,007,U,1,3,01
0100186,03,3,1,1,1,1,1,1,5,1,,171,00025,007,U,1,3,01
0100186,04,3,1,1,1,1,1,1,6,1,,171,00025,007,U,1,3,01
0100186,05,3,1,1,1,1,1,1,4,1,,171,00025,007,U,1,3,01
0100191,01,2,1,1,1,1,2,1,7,1,,183,00026,007,U,1,3,01
0100191,02,3,1,1,1,1,1,1,4,1,,183,00026,007,U,1,3,01
0100191,05,3,1,1,1,1,1,2,2,1,,183,00026,007,U,1,3,01
0100209,01,3,1,1,1,1,1,1,4,1,,144,00027,007,U,1,3,01
0100209,02,3,1,1,1,1,1,2,2,1,,144,00027,007,U,1,3,01
0100209,04,2,1,1,1,1,1,1,3,1,,144,00027,007,U,1,3,01
0100209,05,3,1,1,1,1,1,2,1,1,,144,00027,007,U,1,3,01
0100215,01,3,1,1,1,1,1,1,3,1,,208,00028,007,U,1,3,01
0100215,02,3,1,1,1,1,1,2,4,1,,208,00028,007,U,1,3,01
0100215,03,3,1,1,1,1,2,2,4,2,4,208,00028,007,U,1,3,01
0100215,04,3,1,1,1,1,1,1,6,1,,208,00028,007,U,1,3,01
0100215,05,3,1,1,1,1,2,1,3,2,3,208,00028,007,U,1,3,01
0100241,01,2,1,1,1,1,1,1,4,1,,156,00029,007,U,1,3,01
0100241,02,3,1,1,1,1,1,2,2,1,,156,00029,007,U,1,3,01
0100241,03,3,1,1,1,1,1,2,2,1,,156,00029,007,U,1,3,01
0100241,04,2,1,1,1,1,1,1,2,1,,156,00029,007,U,1,3,01
0100241,05,3,1,1,1,1,1,2,1,1,,156,00029,007,U,1,3,01
0100258,01,3,1,1,1,1,1,1,5,1,,154,00030,007,U,1,3,01
0100258,03,3,1,1,1,1,1,1,2,1,,154,00030,007,U,1,3,01
0100258,04,3,1,1,1,1,1,1,6,1,,154,00030,007,U,1,3,01
0100258,05,2,1,1,1,1,1,1,4,1,,154,00030,007,U,1,3,01
0100271,01,3,1,1,1,1,1,1,4,1,,175,00031,007,U,1,3,01
0100271,02,3,1,1,1,1,1,1,3,1,,175,00031,007,U,1,3,01
0100271,03,3,1,1,1,1,1,2,4,1,,175,00031,007,U,1,3,01
0100271,04,3,1,1,1,1,1,1,2,1,,175,00031,007,U,1,3,01
0100293,01,3,1,1,1,1,1,1,4,1,,185,00032,007,U,1,3,01
0100293,02,3,1,1,1,1,1,2,1,1,,185,00032,007,U,1,3,01
0100293,03,3,1,1,1,1,1,2,4,1,,185,00032,007,U,1,3,01
0100293,04,3,1,1,1,1,1,1,1,1,,185,00032,007,U,1,3,01
0100293,05,3,1,1,1,1,1,1,5,1,,185,00032,007,U,1,3,01
0100301,01,3,1,1,1,1,1,1,5,1,,215,00033,008,U,1,4,01
0100301,02,3,1,1,1,1,1,1,5,1,,215,00033,008,U,1,4,01
0100301,03,3,1,1,1,1,1,1,4,1,,215,00033,008,U,1,4,01
0100301,04,3,1,1,1,1,1,1,2,1,,215,00033,008,U,1,4,01
0100301,05,3,1,1,1,1,1,1,2,1,,215,00033,008,U,1,4,01
0100332,01,3,1,1,1,1,1,2,1,1,,189,00034,007,U,1,3,01
0100332,02,3,1,1,1,1,1,1,5,1,,189,00034,007,U,1,3,01
0100332,04,3,1,1,1,1,2,2,3,1,,189,00034,007,U,1,3,01
0100332,05,3,1,1,1,1,1,2,6,1,,189,00034,007,U,1,3,01
0100339,01,3,1,1,1,1,1,1,2,1,,189,00035,007,U,1,3,01
0100339,02,3,1,1,1,1,1,1,2,1,,189,00035,007,U,1,3,01
0100339,03,3,1,1,1,1,1,1,5,1,,189,00035,007,U,1,3,01
0100339,04,3,1,1,1,1,1,1,1,1,,189,00035,007,U,1,3,01
0100343,01,3,1,1,1,1,1,1,1,1,,188,00036,007,U,1,3,01
0100343,02,3,1,1,1,1,1,2,1,1,,188,00036,007,U,1,3,01
0100343,03,3,1,1,1,1,2,2,2,1,,188,00036,007,U,1,3,01
0100343,04,3,1,1,1,1,1,1,2,1,,188,00036,007,U,1,3,01
0100343,05,2,1,1,1,1,2,2,5,1,,188,00036,007,U,1,3,01
0100345,01,2,1,1,1,2,1,2,4,1,,180,00037,007,U,1,3,01
0100345,02,3,1,1,1,1,1,1,7,1,,180,00037,007,U,1,3,01
0100345,04,3,1,1,1,1,1,2,1,1,,180,00037,007,U,1,3,01
0100345,05,3,1,1,1,1,1,1,4,1,,180,00037,007,U,1,3,01
0100354,01,3,1,1,1,1,1,1,1,1,,182,00038,007,U,1,3,01
0100354,02,3,1,1,1,1,1,1,5,1,,182,00038,007,U,1,3,01
0100354,03,3,1,1,1,1,1,1,2,1,,182,00038,007,U,1,3,01
0100354,04,3,1,1,1,1,1,1,1,1,,182,00038,007,U,1,3,01
0100354,05,3,1,1,1,1,1,1,1,1,,182,00038,007,U,1,3,01
0100368,01,3,1,1,1,1,1,2,4,1,,172,00039,006,U,1,2,01
0100368,02,3,1,1,1,1,1,2,3,1,,172,00039,006,U,1,2,01
0100368,03,2,1,1,1,2,2,2,1,1,,172,00039,006,U,1,2,01
0100368,04,3,1,1,1,1,2,2,1,1,,172,00039,006,U,1,2,01
0100368,05,1,1,1,1,1,2,2,2,1,,172,00039,006,U,1,2,01
0100373,01,3,1,1,1,1,1,1,4,1,,176,00040,007,U,1,3,01
0100373,02,3,1,1,1,1,1,2,2,1,,176,00040,007,U,1,3,01
0100373,03,3,1,1,1,1,2,1,2,1,,176,00040,007,U,1,3,01
0100385,01,3,1,1,1,1,1,1,3,1,,277,00041,008,U,1,4,01
0100385,02,3,1,1,1,1,1,1,1,1,,277,00041,008,U,1,4,01
0100385,03,3,1,1,1,1,1,1,2,1,,277,00041,008,U,1,4,01
0100385,04,3,1,1,1,1,1,1,1,1,,277,00041,008,U,1,4,01
0100385,05,3,1,1,1,1,1,1,6,1,,277,00041,008,U,1,4,01
0100388,01,3,1,1,1,1,1,1,4,1,,179,00042,007,U,1,3,01
0100388,02,3,1,1,1,1,1,1,2,1,,179,00042,007,U,1,3,01
0100388,03,3,1,1,1,1,1,1,5,1,,179,00042,007,U,1,3,01
0100388,04,3,1,1,1,1,1,1,5,1,,179,00042,007,U,1,3,01
0100388,05,3,1,1,1,1,1,1,1,1,,179,00042,007,U,1,3,01
0100400,02,2,1,1,1,1,1,2,3,1,,199,00043,006,U,1,2,01
0100400,03,3,1,1,1,1,1,2,1,1,,199,00043,006,U,1,2,01
0100400,04,2,1,1,1,1,1,1,5,1,,199,00043,006,U,1,2,01
0100400,05,3,1,1,1,1,1,1,4,1,,199,00043,006,U,1,2,01
0100415,01,3,1,1,1,1,1,1,4,1,,208,00044,008,U,1,4,01
0100415,02,3,1,1,1,1,1,1,2,1,,208,00044,008,U,1,4,01
0100415,03,3,1,1,1,1,1,1,2,1,,208,00044,008,U,1,4,01
0100415,04,3,1,1,1,1,1,1,4,1,,208,00044,008,U,1,4,01
0100415,05,3,1,1,1,1,1,1,2,1,,208,00044,008,U,1,4,01
0100417,02,3,1,1,1,1,1,1,5,1,,211,00045,008,U,1,4,01
0100417,03,3,1,1,1,1,1,1,4,1,,211,00045,008,U,1,4,01
0100417,04,3,1,1,1,1,1,1,2,1,,211,00045,008,U,1,4,01
0100421,01,3,1,1,1,1,1,1,2,1,,157,00046,007,U,1,3,01
0100421,02,3,1,1,1,1,1,1,3,1,,157,00046,007,U,1,3,01
0100421,03,3,1,1,1,1,1,1,3,1,,157,00046,007,U,1,3,01
0100421,04,3,1,1,1,1,1,2,4,1,,157,00046,007,U,1,3,01
0100421,05,3,1,1,1,1,1,1,4,1,,157,00046,007,U,1,3,01
0100442,01,3,1,1,1,1,1,2,2,1,,165,00047,007,U,1,3,01
0100442,02,2,1,1,1,1,1,2,2,1,,165,00047,007,U,1,3,01
0100442,03,3,1,1,1,1,1,1,7,2,2,165,00047,007,U,1,3,01
0100442,04,3,1,1,1,1,1,1,5,1,,165,00047,007,U,1,3,01
0100442,05,3,1,1,1,1,1,1,3,1,,165,00047,007,U,1,3,01
0100443,01,3,1,1,1,1,1,1,5,1,,175,00048,007,U,1,3,01
0100443,02,3,1,1,1,1,1,1,4,1,,175,00048,007,U,1,3,01
0100443,03,2,1,1,1,1,1,2,6,1,,175,00048,007,U,1,3,01
0100443,04,3,1,1,1,1,2,2,7,1,,175,00048,007,U,1,3,01
0100443,05,3,1,1,1,1,1,2,4,1,,175,00048,007,U,1,3,01
0100447,01,3,1,1,1,1,2,2,9,1,,206,00049,006,U,1,2,01
0100447,02,1,1,1,1,2,2,2,9,1,,206,00049,006,U,1,2,01
0100447,03,2,1,1,1,1,1,2,8,1,,206,00049,006,U,1,2,01
0100447,04,2,1,1,1,1,1,2,5,2,3,206,00049,006,U,1,2,01
0100447,05,3,1,1,1,1,1,2,5,1,,206,00049,006,U,1,2,01
0100459,01,3,1,1,1,1,1,2,3,1,,192,00050,006,U,1,2,01
0100459,02,2,1,1,1,2,2,2,6,1,,192,00050,006,U,1,2,01
0100459,03,2,1,1,1,1,1,2,12,1,,192,00050,006,U,1,2,01
0100459,04,1,1,1,1,1,1,1,4,1,,192,00050,006,U,1,2,01
0100459,05,3,1,1,1,1,1,1,4,1,,192,00050,006,U,1,2,01
0100460,01,3,1,1,1,1,1,2,7,1,,220,00051,006,U,1,2,01
0100460,02,3,1,1,1,1,1,1,5,1,,220,00051,006,U,1,2,01
0100460,03,3,1,1,1,1,2,2,2,1,,220,00051,006,U,1,2,01
0100460,04,3,1,1,1,1,1,1,8,1,,220,00051,006,U,1,2,01
0100460,05,2,1,1,1,1,1,2,2,1,,220,00051,006,U,1,2,01
0100465,01,3,1,1,1,1,1,1,4,1,,178,00052,007,U,1,3,01
0100465,02,3,1,1,1,1,1,2,1,1,,178,00052,007,U,1,3,01
0100465,03,3,1,1,1,1,1,1,2,1,,178,00052,007,U,1,3,01
0100465,04,3,1,1,1,1,1,1,1,1,,178,00052,007,U,1,3,01
0100465,05,3,1,1,1,1,1,1,5,1,,178,00052,007,U,1,3,01
0100466,02,3,1,1,1,1,1,1,2,1,,189,00053,006,U,1,2,01
0100466,03,3,1,1,1,1,1,1,6,1,,189,00053,006,U,1,2,01
0100466,04,2,1,1,1,1,1,2,8,1,,189,00053,006,U,1,2,01
0100466,05,3,1,1,1,1,1,1,5,1,,189,00053,006,U,1,2,01
0100468,01,1,2,1,1,1,1,1,4,1,,165,00054,007,U,1,3,01
0100468,02,3,1,1,1,1,1,1,3,1,,165,00054,007,U,1,3,01
0100468,03,1,1,1,1,1,1,1,3,1,,165,00054,007,U,1,3,01
0100468,04,3,1,1,1,1,1,1,1,1,,165,00054,007,U,1,3,01
0100468,05,3,1,1,1,1,1,1,2,1,,165,00054,007,U,1,3,01
0100469,01,3,1,1,1,1,1,1,3,1,,182,00055,007,U,1,3,01
0100469,03,3,1,1,1,1,1,1,6,1,,182,00055,007,U,1,3,01
0100469,04,2,1,1,1,1,1,1,4,1,,182,00055,007,U,1,3,01
0100469,05,2,1,1,1,1,1,2,1,1,,182,00055,007,U,1,3,01
0100509,01,3,1,1,1,1,1,1,6,1,,184,00056,007,U,1,3,01
0100509,02,2,1,1,1,1,1,1,3,1,,184,00056,007,U,1,3,01
0100509,04,3,1,1,1,1,1,1,5,1,,184,00056,007,U,1,3,01
0100509,05,3,1,1,1,1,1,2,4,1,,184,00056,007,U,1,3,01
0100522,01,3,1,1,1,1,1,1,4,1,,204,00057,007,U,1,3,01
0100522,02,3,1,1,1,1,1,2,2,1,,204,00057,007,U,1,3,01
0100522,03,3,1,1,1,1,1,2,7,1,,204,00057,007,U,1,3,01
0100522,04,3,1,1,1,1,1,2,5,1,,204,00057,007,U,1,3,01
0100522,05,3,1,1,1,1,1,1,4,1,,204,00057,007,U,1,3,01
0100526,01,3,1,1,1,1,1,2,2,1,,174,00058,007,U,1,3,01
0100526,02,3,1,1,1,1,1,1,3,1,,174,00058,007,U,1,3,01
0100526,03,3,1,1,1,1,1,1,3,1,,174,00058,007,U,1,3,01
0100526,04,3,1,1,1,1,1,1,5,1,,174,00058,007,U,1,3,01
0100526,05,3,1,1,1,1,2,2,2,1,,174,00058,007,U,1,3,01
0100538,01,3,1,1,1,1,1,1,3,1,,163,00059,007,U,1,3,01
0100538,02,3,1,1,1,1,1,2,2,1,,163,00059,007,U,1,3,01
0100538,03,3,1,1,1,1,1,2,2,1,,163,00059,007,U,1,3,01
0100538,04,3,1,1,1,1,1,1,1,1,,163,00059,007,U,1,3,01
0100538,05,3,1,1,1,1,1,1,3,1,,163,00059,007,U,1,3,01
0100539,01,3,1,1,1,1,1,1,3,1,,195,00060,007,U,1,3,01
0100539,02,3,1,1,1,1,1,1,2,1,,195,00060,007,U,1,3,01
0100539,03,2,1,1,1,1,1,1,4,1,,195,00060,007,U,1,3,01
0100539,04,3,1,1,1,1,1,1,3,1,,195,00060,007,U,1,3,01
0100539,05,2,1,1,1,1,1,2,2,1,,195,00060,007,U,1,3,01
0100548,01,2,1,1,1,1,1,1,4,1,,169,00061,007,U,1,3,01
0100548,02,3,1,1,1,1,1,1,7,1,,169,00061,007,U,1,3,01
0100548,03,3,1,1,1,1,1,1,3,1,,169,00061,007,U,1,3,01
0100548,04,3,1,1,1,1,1,1,5,1,,169,00061,007,U,1,3,01
0100548,05,3,1,1,1,1,1,2,2,1,,169,00061,007,U,1,3,01
0100551,01,3,1,1,1,1,1,1,2,1,,220,00062,006,U,1,2,01
0100551,02,2,1,1,1,1,2,1,3,1,,220,00062,006,U,1,2,01
0100551,03,3,1,1,1,1,1,1,6,1,,220,00062,006,U,1,2,01
0100551,04,3,1,1,1,1,1,1,7,1,,220,00062,006,U,1,2,01
0100551,05,3,1,1,1,1,1,1,6,1,,220,00062,006,U,1,2,01
0100562,01,3,1,1,1,1,1,1,2,1,,205,00063,006,U,1,2,01
0100562,02,2,1,1,1,1,1,1,4,1,,205,00063,006,U,1,2,01
0100562,03,3,1,1,1,1,2,2,4,1,,205,00063,006,U,1,2,01
0100562,04,3,1,1,1,1,1,2,2,1,,205,00063,006,U,1,2,01
0100562,05,3,1,1,1,1,1,2,3,1,,205,00063,006,U,1,2,01
0100565,01,3,1,1,1,1,1,1,5,1,,190,00064,007,U,1,3,01
0100565,03,3,1,1,1,1,1,1,3,1,,190,00064,007,U,1,3,01
0100565,04,3,1,1,1,1,1,1,2,1,,190,00064,007,U,1,3,01
0100565,05,3,1,1,1,1,1,2,2,1,,190,00064,007,U,1,3,01
0100568,01,3,1,1,1,2,2,2,5,1,,192,00065,007,U,1,3,01
0100568,02,3,1,1,1,1,1,2,2,1,,192,00065,007,U,1,3,01
0100568,03,3,1,1,1,1,2,2,4,1,,192,00065,007,U,1,3,01
0100572,01,3,1,1,1,1,1,1,3,1,,293,00066,008,U,1,4,01
0100572,02,3,1,1,1,1,1,1,3,1,,293,00066,008,U,1,4,01
0100572,03,3,1,1,1,1,1,1,4,1,,293,00066,008,U,1,4,01
0100572,04,3,1,1,1,1,1,1,3,1,,293,00066,008,U,1,4,01
0100582,01,3,1,1,1,1,1,1,6,1,,199,00067,008,U,1,4,01
0100582,02,3,1,1,1,1,1,1,3,1,,199,00067,008,U,1,4,01
0100582,04,3,1,1,1,1,1,1,4,1,,199,00067,008,U,1,4,01
0100582,05,3,1,1,1,1,1,1,5,1,,199,00067,008,U,1,4,01
0100584,01,3,1,1,1,1,1,1,4,1,,177,00068,007,U,1,3,01
0100584,02,2,1,1,1,1,1,1,5,1,,177,00068,007,U,1,3,01
0100584,04,3,1,1,1,1,1,2,8,1,,177,00068,007,U,1,3,01
0100584,05,3,1,1,1,1,1,1,2,1,,177,00068,007,U,1,3,01
0100586,01,3,1,1,1,1,1,2,1,1,,212,00069,008,U,1,4,01
0100586,02,3,1,1,1,1,1,1,3,1,,212,00069,008,U,1,4,01
0100586,03,3,1,1,1,1,1,1,5,1,,212,00069,008,U,1,4,01
0100586,04,3,1,1,1,1,1,1,5,1,,212,00069,008,U,1,4,01
0100586,05,3,1,1,1,1,1,1,3,1,,212,00069,008,U,1,4,01
0100590,02,3,1,1,1,1,1,1,3,1,,187,00070,007,U,1,3,01
0100590,03,3,1,1,1,1,1,1,3,1,,187,00070,007,U,1,3,01
0100590,04,1,1,1,1,1,1,2,3,1,,187,00070,007,U,1,3,01
0100590,05,3,1,1,1,1,1,1,1,1,,187,00070,007,U,1,3,01
0100608,01,3,1,1,1,1,1,1,4,1,,188,00071,007,U,1,3,01
0100608,02,3,1,1,1,1,1,1,3,1,,188,00071,007,U,1,3,01
0100608,03,3,1,1,1,1,1,1,1,1,,188,00071,007,U,1,3,01
0100608,05,3,1,1,1,1,1,1,2,1,,188,00071,007,U,1,3,01
0100622,01,3,1,1,1,1,1,1,4,1,,184,00072,007,U,1,3,01
0100622,02,3,1,1,1,1,1,1,4,1,,184,00072,007,U,1,3,01
0100622,03,3,1,1,1,1,1,1,1,1,,184,00072,007,U,1,3,01
0100622,04,3,1,1,1,1,1,1,2,1,,184,00072,007,U,1,3,01
0100622,05,3,1,1,1,1,1,2,4,1,,184,00072,007,U,1,3,01
0100623,01,3,1,1,1,1,1,2,4,1,,162,00073,006,U,1,2,01
0100623,02,3,1,1,1,1,1,2,2,1,,162,00073,006,U,1,2,01
0100623,03,3,1,1,1,2,1,2,5,1,,162,00073,006,U,1,2,01
0100623,04,3,1,1,1,1,2,2,4,1,,162,00073,006,U,1,2,01
0100625,02,3,1,1,1,1,1,2,2,1,,188,00074,007,U,1,3,01
0100625,03,3,1,1,1,1,1,2,1,1,,188,00074,007,U,1,3,01
0100625,04,3,1,1,1,1,1,1,5,1,,188,00074,007,U,1,3,01
0100625,05,3,5,1,1,1,2,2,9,1,,188,00074,007,U,1,3,01
0100643,02,3,1,1,1,1,1,2,2,1,,177,00075,007,U,1,3,01
0100643,03,3,1,1,1,1,2,2,1,1,,177,00075,007,U,1,3,01
0100643,04,3,1,1,1,1,1,1,2,1,,177,00075,007,U,1,3,01
0100643,05,3,1,1,1,1,1,2,4,1,,177,00075,007,U,1,3,01
0100651,01,3,1,1,1,1,2,2,1,1,,178,00076,007,U,1,3,01
0100651,02,3,1,1,1,1,1,1,4,1,,178,00076,007,U,1,3,01
0100651,03,3,1,1,1,1,1,1,2,1,,178,00076,007,U,1,3,01
0100651,04,3,1,1,1,1,1,1,4,1,,178,00076,007,U,1,3,01
0100651,05,3,1,1,1,2,2,2,4,1,,178,00076,007,U,1,3,01
0100652,01,3,1,1,1,1,1,1,5,1,,175,00077,007,U,1,3,01
0100652,03,3,1,1,1,1,1,2,3,1,,175,00077,007,U,1,3,01
0100652,04,2,1,1,1,1,1,1,4,1,,175,00077,007,U,1,3,01
0100652,05,3,4,1,1,1,1,2,5,1,,175,00077,007,U,1,3,01
0100663,01,3,1,1,1,1,1,1,2,1,,206,00078,008,U,1,4,01
0100663,02,3,1,1,1,1,1,2,1,1,,206,00078,008,U,1,4,01
0100663,03,3,1,1,1,1,1,1,3,1,,206,00078,008,U,1,4,01
0100663,05,3,1,1,1,1,1,1,2,1,,206,00078,008,U,1,4,01
0100668,01,3,1,1,1,1,1,1,4,1,,193,00079,008,U,1,4,01
