,PAREN,SEXO,EDAD,P3_7,NIVEL,GRADO,P3_9_1,P3_9_2,P3_9_3,UPM_DIS,EST_DIS,DOMINIO,TLOC,ESTRATO,ENT,code
49164,3,2,26,2.0,8.0,1.0,2.0,1.0,1.0,2185,72,U,2,3,8,80823612
49168,3,1,21,1.0,8.0,2.0,1.0,1.0,1.0,2185,72,U,2,3,8,80823614
49170,1,1,44,2.0,8.0,4.0,1.0,1.0,1.0,2185,72,U,2,3,8,80823615
49171,1,1,32,2.0,8.0,4.0,2.0,1.0,1.0,2185,72,U,2,3,8,80823616
49174,1,2,41,2.0,10.0,2.0,1.0,1.0,1.0,2185,72,U,2,3,8,80823617
49177,1,1,51,2.0,3.0,3.0,2.0,2.0,2.0,2185,72,U,2,3,8,80823618
49181,3,2,24,1.0,8.0,3.0,1.0,1.0,1.0,2185,72,U,2,3,8,80823619
49182,1,1,56,2.0,5.0,4.0,1.0,1.0,1.0,2185,72,U,2,3,8,80823620
49185,4,1,36,2.0,6.0,2.0,1.0,1.0,1.0,2186,72,U,2,3,8,8082962
49187,3,2,22,1.0,8.0,3.0,1.0,1.0,1.0,2186,72,U,2,3,8,8082963
49189,1,1,38,2.0,10.0,2.0,1.0,1.0,1.0,2186,72,U,2,3,8,8082964
49194,1,1,37,2.0,8.0,4.0,1.0,1.0,1.0,2186,72,U,2,3,8,8082965
49198,1,1,35,2.0,7.0,4.0,2.0,1.0,1.0,2186,72,U,2,3,8,8082966
49203,4,1,21,2.0,6.0,1.0,2.0,9.0,9.0,2186,72,U,2,3,8,8082968
49205,3,1,20,1.0,8.0,1.0,1.0,1.0,1.0,2186,72,U,2,3,8,8082969
49207,2,2,36,2.0,3.0,3.0,2.0,1.0,1.0,2186,72,U,2,3,8,80829610
49216,6,2,21,2.0,99.0,9.0,1.0,1.0,1.0,2186,72,U,2,3,8,80829611
49217,1,2,75,2.0,2.0,2.0,2.0,1.0,1.0,2186,72,U,2,3,8,80829612
49219,2,2,25,2.0,7.0,2.0,2.0,1.0,1.0,2186,72,U,2,3,8,80829613
49221,1,2,53,2.0,3.0,3.0,2.0,2.0,1.0,2186,72,U,2,3,8,80829614
49225,3,2,32,2.0,8.0,4.0,1.0,1.0,1.0,2186,72,U,2,3,8,80829615
49228,2,2,40,2.0,6.0,3.0,1.0,1.0,1.0,2186,72,U,2,3,8,80829616
49230,1,1,28,2.0,6.0,3.0,1.0,1.0,1.0,2186,72,U,2,3,8,80829617
49232,2,2,20,2.0,8.0,1.0,2.0,1.0,1.0,2186,72,U,2,3,8,80829618
49237,3,1,30,2.0,6.0,3.0,2.0,9.0,9.0,2186,72,U,2,3,8,80829619
49238,1,2,31,2.0,6.0,1.0,2.0,1.0,1.0,2186,72,U,2,3,8,80829620
49242,3,1,67,2.0,2.0,5.0,2.0,2.0,1.0,2187,72,U,2,3,8,8083271
49243,1,2,38,2.0,3.0,3.0,1.0,1.0,1.0,2187,72,U,2,3,8,8083273
49250,5,2,57,2.0,8.0,4.0,2.0,1.0,1.0,2187,72,U,2,3,8,8083275
49255,3,2,22,2.0,6.0,3.0,2.0,1.0,1.0,2187,72,U,2,3,8,8083276
49257,2,2,28,2.0,6.0,2.0,2.0,1.0,1.0,2187,72,U,2,3,8,8083277
49265,4,1,23,2.0,8.0,1.0,1.0,1.0,1.0,2187,72,U,2,3,8,8083278
49267,2,2,31,2.0,3.0,3.0,2.0,1.0,1.0,2187,72,U,2,3,8,80832710
49269,1,1,84,2.0,2.0,2.0,2.0,2.0,2.0,2187,72,U,2,3,8,80832711
49270,1,1,64,2.0,6.0,3.0,2.0,2.0,1.0,2187,72,U,2,3,8,80832712
49272,1,1,32,2.0,6.0,3.0,2.0,2.0,1.0,2187,72,U,2,3,8,80832714
49276,1,1,48,2.0,6.0,3.0,2.0,1.0,1.0,2187,72,U,2,3,8,80832715
49281,1,1,59,2.0,5.0,3.0,2.0,1.0,1.0,2187,72,U,2,3,8,80832716
49282,1,2,72,2.0,2.0,6.0,2.0,2.0,1.0,2187,72,U,2,3,8,80832717
49283,1,1,49,2.0,3.0,3.0,1.0,1.0,1.0,2187,72,U,2,3,8,80832719
49286,2,2,59,2.0,5.0,3.0,2.0,1.0,1.0,2188,73,U,3,2,8,8083791
49288,2,2,30,2.0,8.0,3.0,1.0,1.0,1.0,2188,73,U,3,2,8,8083793
49291,1,1,25,2.0,3.0,2.0,1.0,1.0,1.0,2188,73,U,3,2,8,8083794
49295,1,1,51,2.0,5.0,3.0,2.0,1.0,1.0,2188,73,U,3,2,8,8083795
49297,2,2,33,2.0,6.0,3.0,2.0,2.0,1.0,2188,73,U,3,2,8,8083796
49300,1,2,29,2.0,6.0,3.0,2.0,1.0,1.0,2188,73,U,3,2,8,8083797
49303,1,1,59,2.0,6.0,1.0,2.0,1.0,1.0,2188,73,U,3,2,8,8083798
49305,1,1,30,2.0,6.0,3.0,1.0,1.0,1.0,2188,73,U,3,2,8,8083799
49309,1,1,52,2.0,3.0,3.0,2.0,2.0,1.0,2188,73,U,3,2,8,80837910
49315,3,1,21,1.0,8.0,3.0,1.0,1.0,1.0,2188,73,U,3,2,8,80837911
49318,1,1,53,2.0,99.0,9.0,2.0,1.0,1.0,2188,73,U,3,2,8,80837912
49325,1,2,52,2.0,6.0,3.0,1.0,1.0,1.0,2188,73,U,3,2,8,80837913
49326,1,1,78,2.0,2.0,2.0,2.0,2.0,1.0,2188,73,U,3,2,8,80837914
49329,3,1,30,2.0,3.0,3.0,2.0,1.0,1.0,2188,73,U,3,2,8,80837915
49330,1,2,47,2.0,3.0,3.0,2.0,1.0,1.0,2188,73,U,3,2,8,80837916
49333,1,1,61,2.0,2.0,1.0,2.0,2.0,2.0,2188,73,U,3,2,8,80837917
49335,1,1,56,2.0,2.0,4.0,2.0,2.0,1.0,2188,73,U,3,2,8,80837918
49337,2,2,22,2.0,6.0,3.0,2.0,1.0,1.0,2188,73,U,3,2,8,80837919
49339,1,1,55,2.0,7.0,3.0,2.0,2.0,1.0,2188,73,U,3,2,8,80837920
49341,1,2,39,2.0,3.0,3.0,2.0,2.0,1.0,2189,73,U,3,2,8,8084391
49345,1,1,36,2.0,3.0,3.0,2.0,1.0,1.0,2189,73,U,3,2,8,8084392
49348,1,1,33,2.0,8.0,5.0,1.0,1.0,1.0,2189,73,U,3,2,8,8084393
49352,1,2,33,2.0,3.0,3.0,1.0,1.0,1.0,2189,73,U,3,2,8,8084394
49353,1,2,39,2.0,6.0,3.0,1.0,1.0,1.0,2189,73,U,3,2,8,8084395
49358,1,1,43,2.0,3.0,3.0,2.0,1.0,1.0,2189,73,U,3,2,8,8084396
49363,2,2,25,2.0,6.0,3.0,2.0,1.0,1.0,2189,73,U,3,2,8,8084397
49365,1,1,42,2.0,6.0,3.0,1.0,1.0,1.0,2189,73,U,3,2,8,8084398
49368,1,1,55,2.0,6.0,3.0,2.0,2.0,1.0,2189,73,U,3,2,8,8084399
49371,1,1,41,2.0,3.0,3.0,2.0,1.0,1.0,2189,73,U,3,2,8,80843910
49376,1,2,43,2.0,6.0,3.0,2.0,1.0,1.0,2189,73,U,3,2,8,80843911
49381,1,1,54,2.0,6.0,3.0,2.0,2.0,1.0,2189,73,U,3,2,8,80843912
49384,2,2,39,2.0,3.0,2.0,2.0,2.0,2.0,2189,73,U,3,2,8,80843913
49386,1,1,30,2.0,3.0,3.0,2.0,1.0,1.0,2189,73,U,3,2,8,80843914
49390,1,1,46,2.0,3.0,3.0,1.0,1.0,1.0,2189,73,U,3,2,8,80843917
49391,1,1,63,2.0,2.0,5.0,2.0,2.0,1.0,2189,73,U,3,2,8,80843918
49393,2,1,43,1.0,8.0,2.0,1.0,1.0,1.0,2189,73,U,3,2,8,80843919
49400,3,2,24,2.0,8.0,4.0,1.0,1.0,1.0,2189,73,U,3,2,8,80843920
49402,2,2,41,2.0,3.0,2.0,2.0,1.0,1.0,2190,73,U,3,2,8,8084601
49404,1,1,48,2.0,6.0,3.0,1.0,1.0,1.0,2190,73,U,3,2,8,8084602
49407,1,2,49,2.0,3.0,3.0,2.0,2.0,2.0,2190,73,U,3,2,8,8084604
49410,1,1,28,2.0,0.0,0.0,1.0,1.0,1.0,2190,73,U,3,2,8,8084607
49415,3,2,16,1.0,6.0,1.0,2.0,1.0,1.0,2190,73,U,3,2,8,8084608
49416,1,1,58,2.0,8.0,4.0,1.0,1.0,1.0,2190,73,U,3,2,8,80846010
49419,1,1,30,2.0,8.0,5.0,1.0,1.0,1.0,2190,73,U,3,2,8,80846011
49423,1,1,31,2.0,2.0,1.0,2.0,2.0,1.0,2190,73,U,3,2,8,80846012
49430,1,1,65,2.0,2.0,4.0,2.0,2.0,1.0,2190,73,U,3,2,8,80846013
49431,1,1,76,2.0,2.0,2.0,2.0,2.0,1.0,2190,73,U,3,2,8,80846014
49433,1,1,33,2.0,99.0,9.0,2.0,2.0,1.0,2190,73,U,3,2,8,80846015
49438,1,1,39,2.0,6.0,3.0,1.0,1.0,1.0,2190,73,U,3,2,8,80846016
49449,5,1,27,2.0,3.0,3.0,1.0,1.0,1.0,2190,73,U,3,2,8,80846017
49450,1,1,64,2.0,2.0,2.0,1.0,1.0,1.0,2190,73,U,3,2,8,80846018
49452,1,1,35,2.0,99.0,9.0,2.0,1.0,1.0,2190,73,U,3,2,8,80846019
49458,3,1,20,1.0,8.0,3.0,1.0,1.0,1.0,2190,73,U,3,2,8,80846020
49460,3,2,16,1.0,6.0,1.0,1.0,1.0,1.0,2191,73,U,3,2,8,8086431
49463,1,1,29,2.0,3.0,3.0,2.0,1.0,1.0,2191,73,U,3,2,8,8086432
49468,1,1,56,2.0,6.0,3.0,1.0,1.0,1.0,2191,73,U,3,2,8,8086433
49470,1,1,26,2.0,6.0,3.0,2.0,1.0,1.0,2191,73,U,3,2,8,8086434
49474,1,1,60,2.0,3.0,3.0,2.0,2.0,2.0,2191,73,U,3,2,8,8086435
49477,3,1,30,2.0,6.0,3.0,1.0,1.0,1.0,2191,73,U,3,2,8,8086436
49479,1,2,53,2.0,3.0,3.0,2.0,1.0,1.0,2191,73,U,3,2,8,8086437
49483,3,2,21,1.0,8.0,3.0,1.0,1.0,1.0,2191,73,U,3,2,8,8086438
49484,1,1,28,2.0,3.0,3.0,2.0,1.0,1.0,2191,73,U,3,2,8,8086439
49489,1,2,59,2.0,2.0,6.0,2.0,1.0,1.0,2191,73,U,3,2,8,80864310
49490,1,2,37,2.0,3.0,3.0,2.0,1.0,1.0,2191,73,U,3,2,8,80864311
49498,3,1,26,2.0,3.0,3.0,1.0,1.0,1.0,2191,73,U,3,2,8,80864312
49503,1,2,57,2.0,8.0,4.0,2.0,1.0,1.0,2191,73,U,3,2,8,80864313
49508,1,1,46,2.0,11.0,3.0,1.0,1.0,1.0,2191,73,U,3,2,8,80864314
49510,1,1,23,2.0,2.0,4.0,2.0,1.0,1.0,2191,73,U,3,2,8,80864315
49515,1,1,64,2.0,8.0,5.0,2.0,1.0,1.0,2191,73,U,3,2,8,80864316
49517,1,2,69,2.0,2.0,4.0,2.0,2.0,2.0,2191,73,U,3,2,8,80864317
49519,1,2,28,2.0,3.0,3.0,2.0,1.0,1.0,2191,73,U,3,2,8,80864318
49524,1,1,22,2.0,3.0,3.0,2.0,1.0,1.0,2191,73,U,3,2,8,80864319
49528,1,1,58,2.0,2.0,3.0,2.0,1.0,1.0,2191,73,U,3,2,8,80864320
49531,3,2,20,1.0,5.0,3.0,1.0,1.0,1.0,2192,73,U,3,2,8,8089411
49535,1,1,51,2.0,3.0,3.0,2.0,2.0,1.0,2192,73,U,3,2,8,8089412
49537,1,1,78,2.0,2.0,6.0,2.0,2.0,2.0,2192,73,U,3,2,8,8089413
49540,2,2,61,2.0,3.0,3.0,2.0,2.0,1.0,2192,73,U,3,2,8,8089414
49545,1,2,50,2.0,2.0,6.0,2.0,1.0,1.0,2192,73,U,3,2,8,8089415
49546,1,1,91,2.0,2.0,6.0,2.0,2.0,2.0,2192,73,U,3,2,8,8089416
49548,4,1,19,2.0,6.0,3.0,1.0,1.0,1.0,2192,73,U,3,2,8,8089417
49549,1,1,69,2.0,2.0,6.0,2.0,2.0,1.0,2192,73,U,3,2,8,8089418
49552,3,1,19,1.0,6.0,2.0,1.0,1.0,1.0,2192,73,U,3,2,8,8089419
49554,2,2,26,2.0,8.0,5.0,1.0,1.0,1.0,2192,73,U,3,2,8,80894110
49556,1,1,28,2.0,3.0,3.0,1.0,1.0,1.0,2192,73,U,3,2,8,80894111
49559,1,2,47,2.0,3.0,3.0,2.0,1.0,1.0,2192,73,U,3,2,8,80894112
49561,1,2,84,2.0,2.0,3.0,2.0,2.0,2.0,2192,73,U,3,2,8,80894113
49563,2,2,42,2.0,8.0,4.0,1.0,1.0,1.0,2192,73,U,3,2,8,80894114
49566,1,1,30,2.0,8.0,4.0,1.0,1.0,1.0,2192,73,U,3,2,8,80894115
49567,1,2,27,2.0,3.0,3.0,2.0,1.0,1.0,2192,73,U,3,2,8,80894116
49573,3,1,19,1.0,8.0,1.0,1.0,1.0,1.0,2192,73,U,3,2,8,80894117
49575,1,2,55,2.0,2.0,2.0,2.0,2.0,1.0,2192,73,U,3,2,8,80894118
49576,1,2,76,2.0,0.0,0.0,9.0,9.0,1.0,2192,73,U,3,2,8,80894119
49579,2,2,32,2.0,3.0,3.0,2.0,1.0,1.0,2192,73,U,3,2,8,80894120
49583,1,1,67,2.0,2.0,5.0,2.0,2.0,2.0,2193,73,U,3,2,8,8089771
49586,3,2,17,1.0,6.0,3.0,1.0,1.0,1.0,2193,73,U,3,2,8,8089772
49589,1,1,46,2.0,6.0,3.0,1.0,1.0,1.0,2193,73,U,3,2,8,8089773
49596,3,1,13,1.0,3.0,1.0,1.0,1.0,2.0,2193,73,U,3,2,8,8089774
49598,3,1,46,2.0,6.0,3.0,1.0,1.0,1.0,2193,73,U,3,2,8,8089775
49600,3,1,40,2.0,2.0,2.0,2.0,2.0,2.0,2193,73,U,3,2,8,8089776
49601,1,2,68,2.0,2.0,3.0,2.0,2.0,1.0,2193,73,U,3,2,8,8089777
49604,5,2,28,2.0,7.0,4.0,1.0,1.0,1.0,2193,73,U,3,2,8,8089778
49606,1,2,33,2.0,3.0,3.0,2.0,1.0,1.0,2193,73,U,3,2,8,8089779
49617,3,2,20,1.0,8.0,1.0,1.0,1.0,1.0,2193,73,U,3,2,8,80897710
49618,1,2,68,2.0,0.0,0.0,2.0,2.0,2.0,2193,73,U,3,2,8,80897711
49619,1,2,57,2.0,3.0,3.0,2.0,1.0,1.0,2193,73,U,3,2,8,80897713
49625,3,1,20,1.0,8.0,2.0,1.0,1.0,1.0,2193,73,U,3,2,8,80897714
49627,2,2,34,2.0,3.0,3.0,2.0,1.0,1.0,2193,73,U,3,2,8,80897716
49630,2,2,30,2.0,10.0,2.0,1.0,1.0,1.0,2193,73,U,3,2,8,80897717
49634,1,1,69,2.0,3.0,1.0,2.0,2.0,1.0,2193,73,U,3,2,8,80897718
49637,2,2,26,2.0,6.0,3.0,2.0,1.0,1.0,2193,73,U,3,2,8,80897719
49639,1,1,68,2.0,2.0,2.0,2.0,2.0,1.0,2193,73,U,3,2,8,80897720
49640,1,2,32,1.0,10.0,3.0,1.0,1.0,1.0,2194,77,U,1,3,8,8090331
49641,1,1,52,2.0,6.0,2.0,1.0,1.0,1.0,2194,77,U,1,3,8,8090332
49642,1,1,60,1.0,9.0,2.0,2.0,2.0,1.0,2194,77,U,1,3,8,8090333
49647,3,2,22,2.0,6.0,3.0,2.0,1.0,1.0,2194,77,U,1,3,8,8090334
49648,1,2,53,2.0,2.0,6.0,2.0,2.0,1.0,2194,77,U,1,3,8,8090335
49651,3,1,15,2.0,3.0,2.0,2.0,2.0,2.0,2195,75,R,4,2,8,8600351
49653,2,2,28,2.0,8.0,4.0,1.0,1.0,1.0,2195,75,R,4,2,8,8600352
49656,1,1,48,2.0,6.0,3.0,2.0,1.0,1.0,2195,75,R,4,2,8,8600353
49664,1,1,77,2.0,2.0,2.0,2.0,2.0,2.0,2195,75,R,4,2,8,8600354
49667,2,2,56,2.0,3.0,3.0,2.0,2.0,1.0,2195,75,R,4,2,8,8600355
49671,1,2,57,2.0,3.0,2.0,2.0,1.0,1.0,2195,75,R,4,2,8,8600357
49673,1,2,37,2.0,3.0,3.0,2.0,2.0,1.0,2195,75,R,4,2,8,8600358
49674,1,1,33,2.0,3.0,3.0,2.0,1.0,1.0,2195,75,R,4,2,8,8600359
49676,1,1,38,2.0,3.0,3.0,2.0,1.0,1.0,2195,75,R,4,2,8,86003510
49683,3,1,14,2.0,2.0,3.0,2.0,2.0,1.0,2195,75,R,4,2,8,86003511
49687,1,1,25,2.0,2.0,1.0,2.0,1.0,1.0,2195,75,R,4,2,8,86003512
49694,1,2,59,2.0,2.0,6.0,2.0,2.0,1.0,2195,75,R,4,2,8,86003513
49695,1,2,32,2.0,6.0,3.0,2.0,1.0,1.0,2195,75,R,4,2,8,86003514
49702,3,2,38,2.0,6.0,3.0,2.0,1.0,1.0,2195,75,R,4,2,8,86003515
49707,1,1,55,2.0,2.0,4.0,2.0,2.0,1.0,2195,75,R,4,2,8,86003516
49708,1,2,44,2.0,3.0,3.0,2.0,1.0,1.0,2195,75,R,4,2,8,86003517
49711,1,2,16,2.0,3.0,3.0,2.0,1.0,1.0,2195,75,R,4,2,8,86003518
49713,1,2,30,2.0,3.0,3.0,2.0,1.0,1.0,2195,75,R,4,2,8,86003519
49719,3,1,16,2.0,2.0,4.0,2.0,1.0,1.0,2195,75,R,4,2,8,86003520
49727,3,2,33,2.0,3.0,3.0,2.0,1.0,1.0,2196,75,R,4,2,8,8600481
49729,1,1,63,2.0,2.0,5.0,2.0,2.0,1.0,2196,75,R,4,2,8,8600482
49734,3,2,22,1.0,8.0,1.0,1.0,1.0,1.0,2196,75,R,4,2,8,8600483
49735,1,1,83,2.0,2.0,4.0,2.0,2.0,2.0,2196,75,R,4,2,8,8600485
49736,1,1,30,2.0,6.0,3.0,2.0,1.0,1.0,2196,75,R,4,2,8,8600486
49741,3,2,27,2.0,8.0,4.0,1.0,1.0,1.0,2196,75,R,4,2,8,8600487
49742,1,2,67,2.0,2.0,6.0,2.0,2.0,2.0,2196,75,R,4,2,8,8600488
49743,1,1,44,2.0,2.0,6.0,2.0,1.0,1.0,2196,75,R,4,2,8,8600489
49744,1,2,72,2.0,2.0,2.0,2.0,2.0,1.0,2196,75,R,4,2,8,86004810
49746,2,2,68,2.0,2.0,6.0,2.0,2.0,2.0,2196,75,R,4,2,8,86004811
49748,3,1,51,2.0,8.0,5.0,1.0,1.0,1.0,2196,75,R,4,2,8,86004812
49750,3,2,16,1.0,6.0,1.0,1.0,1.0,1.0,2196,75,R,4,2,8,86004813
49754,3,1,31,1.0,8.0,2.0,1.0,1.0,1.0,2196,75,R,4,2,8,86004814
49755,1,1,29,2.0,8.0,5.0,1.0,1.0,1.0,2196,75,R,4,2,8,86004815
49760,3,2,26,2.0,8.0,3.0,1.0,1.0,1.0,2196,75,R,4,2,8,86004816
49761,1,2,73,2.0,2.0,2.0,2.0,2.0,2.0,2196,75,R,4,2,8,86004817
49764,3,2,38,2.0,3.0,3.0,2.0,1.0,1.0,2196,75,R,4,2,8,86004818
49766,2,2,59,2.0,2.0,6.0,2.0,2.0,1.0,2196,75,R,4,2,8,86004819
49767,1,1,44,2.0,2.0,6.0,2.0,2.0,1.0,2196,75,R,4,2,8,86004820
49774,5,1,57,2.0,6.0,3.0,2.0,2.0,1.0,2197,75,R,4,2,8,8600561
49776,3,1,29,2.0,6.0,3.0,1.0,1.0,1.0,2197,75,R,4,2,8,8600562
49779,1,1,46,2.0,3.0,3.0,2.0,1.0,1.0,2197,75,R,4,2,8,8600563
49784,2,2,34,2.0,3.0,3.0,2.0,1.0,1.0,2197,75,R,4,2,8,8600564
49788,5,1,68,2.0,2.0,3.0,2.0,2.0,2.0,2197,75,R,4,2,8,8600565
49789,1,1,70,2.0,2.0,4.0,2.0,2.0,1.0,2197,75,R,4,2,8,8600566
49790,1,1,36,2.0,2.0,6.0,2.0,2.0,1.0,2197,75,R,4,2,8,8600567
49793,2,2,41,2.0,6.0,2.0,2.0,2.0,1.0,2197,75,R,4,2,8,8600568
49796,1,2,35,2.0,2.0,6.0,2.0,2.0,1.0,2197,75,R,4,2,8,86005611
49801,1,2,51,2.0,2.0,2.0,2.0,2.0,1.0,2197,75,R,4,2,8,86005612
49802,1,1,51,2.0,3.0,3.0,2.0,2.0,1.0,2197,75,R,4,2,8,86005613
49804,1,2,64,2.0,2.0,4.0,2.0,2.0,2.0,2197,75,R,4,2,8,86005614
49807,1,1,52,2.0,3.0,3.0,2.0,2.0,1.0,2197,75,R,4,2,8,86005615
49808,1,1,19,2.0,3.0,3.0,1.0,1.0,1.0,2197,75,R,4,2,8,86005616
49812,3,1,53,2.0,3.0,3.0,2.0,2.0,2.0,2197,75,R,4,2,8,86005617
49814,2,2,29,2.0,6.0,3.0,2.0,1.0,1.0,2197,75,R,4,2,8,86005618
49817,1,1,45,1.0,2.0,6.0,2.0,2.0,2.0,2197,75,R,4,2,8,86005619
49820,3,2,24,2.0,3.0,2.0,2.0,2.0,1.0,2197,75,R,4,2,8,86005620
49822,1,1,60,2.0,2.0,6.0,2.0,2.0,1.0,2198,74,R,4,1,8,8602111
49823,1,2,37,2.0,3.0,3.0,2.0,1.0,1.0,2198,74,R,4,1,8,8602112
49825,2,2,68,2.0,3.0,3.0,2.0,2.0,1.0,2198,74,R,4,1,8,8602113
49827,2,2,71,2.0,2.0,6.0,2.0,2.0,1.0,2198,74,R,4,1,8,8602114
49828,1,1,66,2.0,2.0,1.0,2.0,2.0,2.0,2198,74,R,4,1,8,8602115
49831,3,1,14,2.0,3.0,3.0,2.0,1.0,1.0,2198,74,R,4,1,8,8602116
49835,1,1,63,2.0,0.0,0.0,2.0,2.0,1.0,2198,74,R,4,1,8,8602117
49838,3,1,12,1.0,2.0,6.0,9.0,2.0,2.0,2198,74,R,4,1,8,8602119
49839,1,2,33,2.0,3.0,3.0,2.0,1.0,1.0,2198,74,R,4,1,8,86021110
49845,3,1,13,1.0,3.0,1.0,2.0,2.0,1.0,2198,74,R,4,1,8,86021111
49849,4,2,16,2.0,3.0,3.0,2.0,2.0,1.0,2198,74,R,4,1,8,86021112
49850,1,1,75,2.0,2.0,3.0,2.0,2.0,2.0,2198,74,R,4,1,8,86021113
49852,1,2,65,2.0,2.0,3.0,2.0,2.0,2.0,2198,74,R,4,1,8,86021114
49854,3,2,47,2.0,2.0,3.0,9.0,9.0,9.0,2198,74,R,4,1,8,86021115
49856,1,1,65,2.0,2.0,2.0,2.0,2.0,2.0,2198,74,R,4,1,8,86021116
49859,2,2,65,2.0,2.0,3.0,2.0,2.0,2.0,2198,74,R,4,1,8,86021117
49861,2,2,41,2.0,2.0,6.0,2.0,2.0,1.0,2198,74,R,4,1,8,86021119
49863,1,1,69,2.0,3.0,3.0,2.0,2.0,2.0,2199,74,R,4,1,8,8602681
49871,2,2,35,2.0,3.0,3.0,2.0,2.0,2.0,2199,74,R,4,1,8,8602683
49876,2,2,44,2.0,3.0,3.0,2.0,1.0,1.0,2199,74,R,4,1,8,8602684
49878,1,1,76,2.0,2.0,6.0,2.0,2.0,2.0,2199,74,R,4,1,8,8602686
49881,2,2,56,2.0,3.0,3.0,2.0,2.0,2.0,2199,74,R,4,1,8,8602687
49882,1,2,30,2.0,3.0,3.0,2.0,2.0,2.0,2199,74,R,4,1,8,8602688
49887,1,1,91,2.0,2.0,2.0,2.0,2.0,2.0,2199,74,R,4,1,8,8602689
49889,1,1,31,2.0,3.0,3.0,2.0,2.0,1.0,2199,74,R,4,1,8,86026810
49894,1,1,48,2.0,2.0,5.0,2.0,2.0,1.0,2199,74,R,4,1,8,86026811
49895,1,1,52,2.0,2.0,4.0,2.0,2.0,2.0,2199,74,R,4,1,8,86026812
49899,1,1,36,2.0,3.0,3.0,2.0,2.0,2.0,2199,74,R,4,1,8,86026813
49905,2,2,63,2.0,3.0,3.0,2.0,2.0,1.0,2199,74,R,4,1,8,86026814
49909,2,1,55,2.0,2.0,6.0,2.0,2.0,2.0,2199,74,R,4,1,8,86026815
49913,3,1,23,2.0,6.0,3.0,2.0,2.0,2.0,2199,74,R,4,1,8,86026816
49919,2,2,57,2.0,3.0,3.0,2.0,2.0,1.0,2199,74,R,4,1,8,86026819
49920,1,1,54,2.0,2.0,6.0,2.0,2.0,2.0,2199,74,R,4,1,8,86026820
49924,2,2,29,2.0,8.0,4.0,1.0,1.0,1.0,2200,75,R,4,2,8,8603891
49926,1,1,82,2.0,2.0,6.0,2.0,1.0,1.0,2200,75,R,4,2,8,8603892
49928,1,1,55,2.0,8.0,4.0,1.0,1.0,1.0,2200,75,R,4,2,8,8603893
49932,1,1,78,2.0,2.0,3.0,2.0,2.0,1.0,2200,75,R,4,2,8,8603894
49934,1,1,63,2.0,2.0,6.0,2.0,2.0,1.0,2200,75,R,4,2,8,8603896
49936,1,1,58,2.0,3.0,3.0,2.0,1.0,1.0,2200,75,R,4,2,8,8603897
49939,3,1,8,1.0,2.0,1.0,2.0,2.0,2.0,2200,75,R,4,2,8,8603898
49943,4,2,19,1.0,6.0,2.0,1.0,1.0,1.0,2200,75,R,4,2,8,8603899
49944,1,1,83,2.0,0.0,0.0,2.0,2.0,2.0,2200,75,R,4,2,8,86038910
49945,1,1,82,2.0,2.0,3.0,2.0,2.0,1.0,2200,75,R,4,2,8,86038911
49949,3,1,21,2.0,6.0,3.0,2.0,1.0,1.0,2200,75,R,4,2,8,86038912
49952,3,2,25,2.0,6.0,3.0,1.0,1.0,1.0,2200,75,R,4,2,8,86038913
49955,1,1,52,2.0,2.0,6.0,2.0,2.0,1.0,2200,75,R,4,2,8,86038914
49957,3,2,24,2.0,6.0,3.0,2.0,2.0,1.0,2200,75,R,4,2,8,86038915
49960,3,1,13,1.0,3.0,1.0,2.0,2.0,2.0,2200,75,R,4,2,8,86038916
49964,3,1,23,2.0,6.0,3.0,2.0,2.0,1.0,2200,75,R,4,2,8,86038917
49970,2,2,64,2.0,3.0,3.0,2.0,2.0,1.0,2200,75,R,4,2,8,86038918
49972,2,2,27,2.0,6.0,3.0,1.0,1.0,1.0,2200,75,R,4,2,8,86038919
49975,2,2,47,2.0,3.0,3.0,2.0,2.0,1.0,2200,75,R,4,2,8,86038920
49976,1,1,32,2.0,6.0,3.0,2.0,2.0,2.0,2201,74,R,4,1,8,8604221
49979,1,1,60,2.0,2.0,3.0,2.0,2.0,2.0,2201,74,R,4,1,8,8604222
49982,1,1,35,2.0,3.0,1.0,2.0,2.0,1.0,2201,74,R,4,1,8,8604223
49987,1,2,70,2.0,0.0,0.0,2.0,2.0,2.0,2201,74,R,4,1,8,8604224
49989,1,2,69,2.0,2.0,2.0,2.0,2.0,1.0,2201,74,R,4,1,8,8604225
49992,3,1,23,2.0,2.0,6.0,2.0,2.0,1.0,2201,74,R,4,1,8,8604226
49993,1,1,42,2.0,6.0,3.0,2.0,1.0,1.0,2201,74,R,4,1,8,8604227
49998,4,1,25,2.0,8.0,4.0,1.0,1.0,1.0,2201,74,R,4,1,8,8604228
50000,2,2,27,1.0,8.0,1.0,1.0,1.0,1.0,2201,74,R,4,1,8,8604229
50003,1,1,56,2.0,3.0,3.0,2.0,1.0,1.0,2201,74,R,4,1,8,86042210
50007,3,2,23,2.0,8.0,5.0,2.0,1.0,1.0,2201,74,R,4,1,8,86042211
50008,1,1,41,2.0,8.0,4.0,1.0,1.0,1.0,2201,74,R,4,1,8,86042213
50009,1,1,79,2.0,2.0,2.0,2.0,2.0,2.0,2201,74,R,4,1,8,86042214
50014,3,2,12,1.0,3.0,1.0,2.0,2.0,2.0,2201,74,R,4,1,8,86042215
