,PAREN,SEXO,EDAD,P3_7,NIVEL,GRADO,P3_9_1,P3_9_2,P3_9_3,UPM_DIS,EST_DIS,DOMINIO,TLOC,ESTRATO,ENT,code
84359,1,2,27,2.0,8.0,4.0,2.0,1.0,1.0,3552,135,U,1,2,14,14043975
84361,3,2,18,2.0,6.0,3.0,1.0,1.0,1.0,3553,136,U,1,3,14,14044371
84364,2,2,54,2.0,8.0,5.0,1.0,1.0,1.0,3553,136,U,1,3,14,14044372
84367,1,1,46,2.0,6.0,3.0,1.0,1.0,1.0,3553,136,U,1,3,14,14044373
84368,1,1,54,2.0,8.0,3.0,2.0,2.0,1.0,3553,136,U,1,3,14,14044374
84369,1,1,47,2.0,8.0,4.0,1.0,1.0,1.0,3553,136,U,1,3,14,14044375
84373,2,2,31,2.0,7.0,3.0,1.0,1.0,1.0,3554,136,U,1,3,14,14044701
84377,5,2,98,2.0,8.0,4.0,1.0,1.0,1.0,3554,136,U,1,3,14,14044702
84379,1,1,35,2.0,8.0,5.0,1.0,1.0,1.0,3554,136,U,1,3,14,14044704
84382,1,2,68,2.0,4.0,3.0,2.0,2.0,1.0,3554,136,U,1,3,14,14044705
84387,1,1,37,2.0,6.0,1.0,1.0,1.0,1.0,3555,136,U,1,3,14,14044981
84388,1,2,74,2.0,2.0,3.0,2.0,2.0,2.0,3555,136,U,1,3,14,14044982
84390,3,2,64,2.0,5.0,3.0,2.0,2.0,1.0,3555,136,U,1,3,14,14044983
84395,3,2,19,1.0,8.0,1.0,1.0,1.0,1.0,3555,136,U,1,3,14,14044984
84398,4,1,26,2.0,3.0,3.0,2.0,2.0,1.0,3555,136,U,1,3,14,14044985
84399,1,2,20,2.0,6.0,1.0,1.0,1.0,1.0,3556,135,U,1,2,14,14046801
84406,2,2,36,2.0,3.0,3.0,2.0,2.0,2.0,3556,135,U,1,2,14,14046802
84409,1,2,71,2.0,2.0,4.0,2.0,2.0,2.0,3556,135,U,1,2,14,14046803
84414,3,1,18,1.0,6.0,2.0,1.0,1.0,1.0,3556,135,U,1,2,14,14046804
84418,1,2,39,2.0,3.0,3.0,2.0,1.0,1.0,3556,135,U,1,2,14,14046805
84421,1,2,46,2.0,5.0,2.0,2.0,1.0,1.0,3557,135,U,1,2,14,14047251
84427,3,2,19,2.0,3.0,3.0,2.0,1.0,1.0,3557,135,U,1,2,14,14047252
84428,1,2,73,2.0,0.0,0.0,2.0,2.0,1.0,3557,135,U,1,2,14,14047253
84431,3,2,25,2.0,6.0,3.0,2.0,1.0,1.0,3557,135,U,1,2,14,14047254
84434,1,2,57,2.0,0.0,0.0,2.0,2.0,1.0,3557,135,U,1,2,14,14047255
84435,1,1,50,2.0,6.0,3.0,2.0,1.0,1.0,3558,135,U,1,2,14,14047431
84440,1,2,41,2.0,2.0,6.0,2.0,2.0,2.0,3558,135,U,1,2,14,14047432
84443,1,1,24,2.0,3.0,3.0,2.0,1.0,1.0,3558,135,U,1,2,14,14047433
84447,2,2,35,2.0,3.0,3.0,2.0,1.0,1.0,3558,135,U,1,2,14,14047434
84450,1,2,34,2.0,3.0,3.0,2.0,1.0,1.0,3559,135,U,1,2,14,14047441
84459,1,2,43,2.0,2.0,6.0,2.0,1.0,1.0,3559,135,U,1,2,14,14047442
84462,1,1,54,2.0,2.0,6.0,9.0,2.0,1.0,3559,135,U,1,2,14,14047443
84463,1,2,56,2.0,3.0,3.0,2.0,1.0,1.0,3559,135,U,1,2,14,14047444
84469,1,1,48,2.0,5.0,3.0,2.0,1.0,1.0,3559,135,U,1,2,14,14047445
84474,1,1,68,2.0,7.0,4.0,2.0,2.0,1.0,3560,135,U,1,2,14,14048061
84478,1,1,46,2.0,3.0,3.0,1.0,1.0,1.0,3560,135,U,1,2,14,14048062
84481,3,2,33,2.0,8.0,4.0,1.0,1.0,1.0,3560,135,U,1,2,14,14048063
84487,3,2,34,2.0,7.0,3.0,1.0,1.0,1.0,3560,135,U,1,2,14,14048064
84489,1,1,40,2.0,3.0,3.0,2.0,1.0,1.0,3560,135,U,1,2,14,14048065
84506,5,1,54,2.0,6.0,3.0,2.0,1.0,1.0,3561,135,U,1,2,14,14049441
84507,1,1,26,2.0,6.0,3.0,1.0,1.0,1.0,3561,135,U,1,2,14,14049442
84510,1,1,20,2.0,6.0,2.0,2.0,1.0,1.0,3561,135,U,1,2,14,14049443
84513,3,2,44,2.0,6.0,3.0,1.0,1.0,1.0,3561,135,U,1,2,14,14049444
84517,2,2,29,2.0,3.0,3.0,2.0,1.0,1.0,3561,135,U,1,2,14,14049445
84527,3,1,42,2.0,8.0,4.0,2.0,1.0,1.0,3562,136,U,1,3,14,14049541
84528,1,1,49,2.0,3.0,3.0,2.0,1.0,1.0,3562,136,U,1,3,14,14049542
84530,1,2,54,2.0,6.0,1.0,2.0,2.0,1.0,3562,136,U,1,3,14,14049543
84531,1,1,30,2.0,6.0,3.0,1.0,1.0,1.0,3562,136,U,1,3,14,14049544
84536,3,1,17,1.0,6.0,2.0,1.0,1.0,1.0,3562,136,U,1,3,14,14049545
84538,1,1,23,2.0,3.0,3.0,2.0,1.0,1.0,3563,135,U,1,2,14,14049581
84541,1,1,39,2.0,6.0,3.0,1.0,1.0,1.0,3563,135,U,1,2,14,14049582
84546,3,1,21,2.0,3.0,3.0,1.0,1.0,1.0,3563,135,U,1,2,14,14049583
84548,1,1,76,2.0,0.0,0.0,2.0,2.0,1.0,3563,135,U,1,2,14,14049584
84549,1,1,70,2.0,2.0,3.0,2.0,2.0,2.0,3563,135,U,1,2,14,14049585
84552,3,1,31,2.0,6.0,1.0,2.0,1.0,1.0,3564,136,U,1,3,14,14050331
84557,1,2,61,2.0,2.0,6.0,2.0,2.0,1.0,3564,136,U,1,3,14,14050332
84558,1,1,40,2.0,8.0,4.0,1.0,1.0,1.0,3564,136,U,1,3,14,14050333
84562,2,2,44,2.0,10.0,2.0,1.0,1.0,1.0,3564,136,U,1,3,14,14050334
84566,1,2,66,2.0,8.0,5.0,1.0,1.0,1.0,3564,136,U,1,3,14,14050335
84568,1,2,62,2.0,0.0,0.0,2.0,2.0,2.0,3565,135,U,1,2,14,14051331
84571,2,2,33,2.0,6.0,3.0,2.0,1.0,1.0,3565,135,U,1,2,14,14051332
84574,1,1,43,2.0,0.0,0.0,2.0,1.0,1.0,3565,135,U,1,2,14,14051335
84576,2,2,58,2.0,10.0,2.0,2.0,1.0,1.0,3566,136,U,1,3,14,14051651
84579,2,2,47,2.0,10.0,4.0,1.0,1.0,1.0,3566,136,U,1,3,14,14051652
84586,3,2,20,1.0,8.0,1.0,2.0,1.0,1.0,3566,136,U,1,3,14,14051654
84588,1,1,54,2.0,8.0,4.0,2.0,1.0,1.0,3566,136,U,1,3,14,14051655
84592,1,1,48,2.0,3.0,3.0,2.0,1.0,1.0,3567,135,U,1,2,14,14051731
84596,3,2,19,1.0,6.0,3.0,1.0,1.0,1.0,3567,135,U,1,2,14,14051732
84599,1,1,50,2.0,3.0,3.0,1.0,1.0,1.0,3567,135,U,1,2,14,14051733
84606,3,2,24,2.0,6.0,3.0,1.0,1.0,1.0,3567,135,U,1,2,14,14051735
84613,1,2,41,2.0,3.0,3.0,2.0,1.0,1.0,3568,135,U,1,2,14,14051992
84624,1,2,56,2.0,3.0,3.0,2.0,1.0,1.0,3568,135,U,1,2,14,14051993
84627,5,2,35,2.0,3.0,3.0,2.0,1.0,1.0,3568,135,U,1,2,14,14051994
84630,1,1,30,2.0,3.0,3.0,2.0,2.0,1.0,3568,135,U,1,2,14,14051995
84635,1,2,62,2.0,3.0,1.0,2.0,2.0,1.0,3569,135,U,1,2,14,14052121
84640,3,2,34,2.0,3.0,3.0,9.0,1.0,1.0,3569,135,U,1,2,14,14052122
84645,3,1,32,2.0,3.0,3.0,1.0,1.0,1.0,3569,135,U,1,2,14,14052123
84647,1,1,36,2.0,3.0,2.0,2.0,1.0,1.0,3569,135,U,1,2,14,14052124
84650,3,1,26,2.0,8.0,5.0,1.0,1.0,1.0,3569,135,U,1,2,14,14052125
84653,2,2,36,2.0,6.0,3.0,1.0,1.0,1.0,3570,135,U,1,2,14,14052511
84658,2,2,48,2.0,3.0,3.0,2.0,2.0,2.0,3570,135,U,1,2,14,14052512
84661,1,1,45,2.0,6.0,3.0,1.0,1.0,1.0,3570,135,U,1,2,14,14052513
84663,3,1,19,2.0,3.0,3.0,2.0,1.0,1.0,3570,135,U,1,2,14,14052514
84665,3,2,21,2.0,8.0,2.0,2.0,1.0,1.0,3570,135,U,1,2,14,14052515
84670,1,1,27,2.0,6.0,3.0,2.0,1.0,1.0,3571,135,U,1,2,14,14052801
84677,3,1,18,1.0,6.0,1.0,2.0,1.0,1.0,3571,135,U,1,2,14,14052802
84682,5,2,21,2.0,6.0,3.0,2.0,1.0,1.0,3571,135,U,1,2,14,14052803
84683,1,2,28,2.0,3.0,2.0,2.0,1.0,1.0,3571,135,U,1,2,14,14052804
84690,3,1,23,1.0,8.0,3.0,2.0,1.0,1.0,3571,135,U,1,2,14,14052805
84695,3,2,22,1.0,8.0,2.0,1.0,1.0,1.0,3572,136,U,1,3,14,14053142
84698,3,2,44,2.0,3.0,3.0,2.0,1.0,1.0,3572,136,U,1,3,14,14053143
84705,3,1,22,2.0,7.0,3.0,2.0,1.0,1.0,3572,136,U,1,3,14,14053144
84706,1,1,43,2.0,3.0,3.0,2.0,1.0,1.0,3572,136,U,1,3,14,14053145
84709,1,1,76,2.0,2.0,2.0,2.0,2.0,2.0,3573,135,U,1,2,14,14053771
84716,5,1,26,2.0,6.0,3.0,1.0,1.0,1.0,3573,135,U,1,2,14,14053772
84717,1,1,30,2.0,2.0,6.0,2.0,1.0,1.0,3573,135,U,1,2,14,14053773
84725,3,1,22,1.0,8.0,2.0,1.0,1.0,1.0,3573,135,U,1,2,14,14053774
84728,1,1,23,2.0,6.0,3.0,1.0,1.0,1.0,3573,135,U,1,2,14,14053775
84733,3,2,25,2.0,3.0,3.0,1.0,1.0,1.0,3574,135,U,1,2,14,14053781
84736,1,1,27,2.0,3.0,3.0,1.0,1.0,1.0,3574,135,U,1,2,14,14053782
84748,2,2,27,2.0,6.0,3.0,1.0,1.0,1.0,3574,135,U,1,2,14,14053783
84749,1,1,30,2.0,6.0,3.0,2.0,1.0,1.0,3574,135,U,1,2,14,14053784
84755,3,1,20,2.0,6.0,2.0,1.0,1.0,1.0,3574,135,U,1,2,14,14053785
84758,1,1,25,2.0,3.0,2.0,1.0,1.0,1.0,3575,135,U,1,2,14,14053831
84764,3,1,23,2.0,6.0,3.0,1.0,1.0,1.0,3575,135,U,1,2,14,14053832
84767,2,2,67,2.0,10.0,3.0,1.0,1.0,1.0,3575,135,U,1,2,14,14053833
84769,2,2,38,2.0,8.0,2.0,2.0,1.0,1.0,3575,135,U,1,2,14,14053834
84773,2,2,32,2.0,6.0,3.0,2.0,1.0,1.0,3575,135,U,1,2,14,14053835
84780,5,2,26,2.0,8.0,2.0,2.0,1.0,1.0,3576,135,U,1,2,14,14053911
84781,1,1,46,2.0,3.0,3.0,2.0,1.0,1.0,3576,135,U,1,2,14,14053912
84785,1,1,47,2.0,3.0,3.0,2.0,1.0,1.0,3576,135,U,1,2,14,14053913
84792,3,2,23,2.0,6.0,3.0,2.0,1.0,1.0,3576,135,U,1,2,14,14053914
84797,1,2,77,2.0,2.0,6.0,2.0,1.0,1.0,3576,135,U,1,2,14,14053915
84799,1,2,48,2.0,8.0,4.0,1.0,1.0,1.0,3577,137,U,1,4,14,14054583
84802,1,1,40,2.0,10.0,2.0,1.0,1.0,1.0,3577,137,U,1,4,14,14054585
84807,3,1,32,2.0,8.0,5.0,1.0,1.0,1.0,3578,136,U,1,3,14,14054931
84808,1,1,32,2.0,6.0,3.0,2.0,1.0,1.0,3578,136,U,1,3,14,14054932
84816,3,2,28,1.0,8.0,1.0,1.0,1.0,1.0,3578,136,U,1,3,14,14054933
84821,1,1,35,2.0,6.0,3.0,2.0,1.0,1.0,3578,136,U,1,3,14,14054934
84826,1,1,40,1.0,6.0,3.0,1.0,1.0,1.0,3578,136,U,1,4,14,14054935
84829,1,2,42,2.0,3.0,3.0,2.0,1.0,1.0,3579,136,U,1,3,14,14055141
84835,3,2,42,2.0,6.0,3.0,2.0,1.0,1.0,3579,136,U,1,3,14,14055142
84839,1,1,37,2.0,6.0,3.0,1.0,1.0,1.0,3579,136,U,1,3,14,14055143
84847,3,1,46,2.0,6.0,3.0,2.0,1.0,1.0,3579,136,U,1,3,14,14055144
84853,3,2,22,1.0,8.0,2.0,1.0,1.0,1.0,3579,136,U,1,3,14,14055145
84854,1,2,38,2.0,7.0,3.0,1.0,1.0,1.0,3580,137,U,1,3,14,14055291
84855,1,2,43,2.0,8.0,3.0,1.0,1.0,1.0,3580,137,U,1,4,14,14055292
84857,1,1,47,2.0,8.0,4.0,1.0,1.0,1.0,3580,137,U,1,4,14,14055293
84859,1,1,40,2.0,8.0,5.0,1.0,1.0,1.0,3580,137,U,1,4,14,14055294
84863,1,1,30,2.0,6.0,3.0,1.0,1.0,1.0,3580,137,U,1,4,14,14055295
84870,3,2,29,2.0,6.0,3.0,2.0,1.0,1.0,3581,136,U,1,3,14,14055461
84875,1,1,44,2.0,6.0,3.0,2.0,1.0,1.0,3581,136,U,1,3,14,14055462
84880,3,1,39,2.0,5.0,3.0,1.0,1.0,1.0,3581,136,U,1,3,14,14055463
84884,3,1,18,1.0,8.0,1.0,1.0,1.0,1.0,3581,136,U,1,3,14,14055464
84885,1,1,70,2.0,3.0,3.0,2.0,1.0,1.0,3581,136,U,1,3,14,14055465
84887,1,1,24,2.0,6.0,3.0,1.0,1.0,1.0,3582,137,U,1,4,14,14055581
84890,1,1,54,2.0,3.0,3.0,2.0,1.0,1.0,3582,137,U,1,4,14,14055582
84891,1,1,31,2.0,8.0,4.0,2.0,1.0,1.0,3582,137,U,1,4,14,14055583
84895,5,2,30,1.0,8.0,3.0,1.0,1.0,1.0,3582,137,U,1,4,14,14055585
84898,3,2,34,2.0,8.0,2.0,2.0,1.0,1.0,3583,137,U,1,4,14,14055621
84900,3,2,18,2.0,6.0,3.0,1.0,1.0,1.0,3583,137,U,1,4,14,14055622
84902,2,2,36,2.0,8.0,4.0,1.0,1.0,1.0,3583,137,U,1,4,14,14055623
84904,1,1,43,2.0,6.0,1.0,2.0,1.0,1.0,3583,137,U,1,4,14,14055624
84907,3,1,28,2.0,6.0,3.0,1.0,1.0,1.0,3583,137,U,1,4,14,14055625
84913,3,2,27,2.0,8.0,4.0,1.0,1.0,1.0,3584,137,U,1,4,14,14055731
84916,1,1,55,2.0,6.0,3.0,2.0,1.0,1.0,3584,137,U,1,4,14,14055733
84919,3,1,32,2.0,8.0,4.0,9.0,1.0,1.0,3584,137,U,1,4,14,14055735
84920,1,1,36,2.0,10.0,2.0,1.0,1.0,1.0,3585,137,U,1,4,14,14055811
84922,2,1,61,2.0,8.0,5.0,1.0,1.0,1.0,3585,137,U,1,4,14,14055813
84924,1,1,30,2.0,8.0,5.0,1.0,1.0,1.0,3585,137,U,1,4,14,14055815
84925,1,2,50,2.0,10.0,2.0,1.0,1.0,1.0,3586,137,U,1,4,14,14055961
84926,1,2,33,2.0,6.0,3.0,1.0,1.0,1.0,3586,137,U,1,4,14,14055962
84933,2,2,43,2.0,10.0,3.0,1.0,1.0,1.0,3586,137,U,1,4,14,14055963
84936,1,1,54,2.0,8.0,4.0,1.0,1.0,1.0,3586,137,U,1,4,14,14055964
84940,1,2,27,2.0,8.0,5.0,1.0,1.0,1.0,3586,137,U,1,4,14,14055965
84944,3,1,17,1.0,6.0,1.0,1.0,1.0,1.0,3587,135,U,1,2,14,14056311
84948,3,1,16,1.0,6.0,1.0,1.0,1.0,1.0,3587,135,U,1,2,14,14056312
84950,1,1,36,2.0,6.0,3.0,2.0,1.0,1.0,3587,135,U,1,2,14,14056314
84956,3,2,16,1.0,6.0,1.0,1.0,1.0,1.0,3587,135,U,1,2,14,14056315
84959,1,1,37,2.0,3.0,3.0,2.0,1.0,1.0,3588,135,U,1,2,14,14056491
84963,1,1,61,2.0,2.0,3.0,2.0,1.0,1.0,3588,135,U,1,2,14,14056492
84965,1,2,52,2.0,3.0,3.0,2.0,1.0,1.0,3588,135,U,1,2,14,14056494
84970,1,1,22,1.0,6.0,3.0,1.0,1.0,1.0,3588,135,U,1,2,14,14056495
84971,1,1,36,2.0,8.0,3.0,1.0,1.0,1.0,3589,137,U,1,4,14,14056961
84975,2,2,34,2.0,8.0,4.0,2.0,1.0,1.0,3589,137,U,1,4,14,14056963
84978,1,1,42,2.0,8.0,4.0,1.0,1.0,1.0,3589,137,U,1,4,14,14056964
84983,2,2,38,2.0,6.0,3.0,2.0,1.0,1.0,3589,137,U,1,4,14,14056965
84985,1,1,45,2.0,8.0,4.0,1.0,1.0,1.0,3590,137,U,1,4,14,14057131
84992,3,1,21,1.0,8.0,1.0,1.0,1.0,1.0,3590,137,U,1,4,14,14057132
84995,1,1,26,2.0,3.0,3.0,1.0,1.0,1.0,3590,137,U,1,4,14,14057133
84999,1,2,77,2.0,2.0,3.0,2.0,2.0,2.0,3590,137,U,1,4,14,14057134
85000,1,1,70,2.0,6.0,3.0,2.0,1.0,1.0,3590,137,U,1,4,14,14057135
85004,1,1,63,2.0,3.0,2.0,1.0,1.0,1.0,3591,136,U,1,3,14,14058791
85006,1,1,40,2.0,6.0,3.0,2.0,1.0,1.0,3591,136,U,1,3,14,14058792
85011,1,1,35,2.0,2.0,6.0,2.0,2.0,2.0,3591,136,U,1,3,14,14058793
85018,3,1,40,2.0,8.0,4.0,1.0,1.0,1.0,3591,136,U,1,3,14,14058794
85023,3,1,24,1.0,8.0,2.0,1.0,1.0,1.0,3592,135,U,1,2,14,14058861
85024,1,1,68,2.0,2.0,6.0,2.0,2.0,1.0,3592,135,U,1,2,14,14058862
85025,1,2,47,2.0,3.0,3.0,2.0,1.0,1.0,3592,135,U,1,2,14,14058863
85029,6,2,19,1.0,8.0,1.0,1.0,1.0,1.0,3592,135,U,1,2,14,14058864
85034,3,1,19,2.0,6.0,3.0,2.0,1.0,1.0,3592,135,U,1,2,14,14058865
85038,1,2,86,1.0,2.0,3.0,2.0,2.0,1.0,3593,135,U,1,2,14,14058911
85043,3,2,30,2.0,3.0,3.0,2.0,1.0,1.0,3593,135,U,1,3,14,14058912
85048,1,1,42,2.0,3.0,2.0,2.0,2.0,1.0,3593,135,U,1,2,14,14058913
85054,1,1,50,2.0,3.0,3.0,2.0,1.0,1.0,3593,135,U,1,2,14,14058915
85062,2,2,35,2.0,6.0,3.0,2.0,1.0,1.0,3594,135,U,1,2,14,14059301
85065,1,1,37,2.0,6.0,3.0,2.0,1.0,1.0,3594,135,U,1,2,14,14059302
85069,1,1,25,2.0,3.0,3.0,2.0,2.0,1.0,3594,135,U,1,2,14,14059303
85074,2,1,44,2.0,3.0,3.0,2.0,1.0,1.0,3594,135,U,1,2,14,14059304
85077,1,1,66,2.0,2.0,6.0,2.0,2.0,2.0,3594,135,U,1,2,14,14059305
85083,1,2,74,2.0,2.0,4.0,2.0,2.0,1.0,3595,135,U,1,2,14,14060081
85089,3,1,18,2.0,6.0,1.0,2.0,1.0,2.0,3595,135,U,1,2,14,14060083
85091,1,1,23,2.0,3.0,2.0,2.0,1.0,1.0,3595,135,U,1,2,14,14060084
85098,3,2,22,1.0,8.0,2.0,1.0,1.0,1.0,3595,135,U,1,2,14,14060085
85102,3,2,28,2.0,8.0,4.0,1.0,1.0,1.0,3596,136,U,1,3,14,14060651
85105,1,1,53,2.0,7.0,3.0,2.0,1.0,1.0,3596,136,U,1,3,14,14060652
85110,3,2,20,1.0,8.0,1.0,1.0,1.0,1.0,3596,136,U,1,3,14,14060653
85114,3,1,28,2.0,8.0,4.0,1.0,1.0,1.0,3596,136,U,1,3,14,14060654
85115,1,1,28,2.0,6.0,3.0,2.0,1.0,1.0,3596,136,U,1,3,14,14060655
85116,1,2,33,2.0,3.0,3.0,2.0,1.0,1.0,3597,135,U,1,1,14,14060791
85119,1,1,68,2.0,2.0,6.0,2.0,2.0,2.0,3597,135,U,1,1,14,14060792
85121,1,2,24,2.0,2.0,6.0,2.0,1.0,1.0,3597,135,U,1,1,14,14060793
85123,1,1,32,2.0,3.0,3.0,1.0,1.0,1.0,3597,135,U,1,1,14,14060794
85127,1,1,50,2.0,3.0,3.0,2.0,2.0,2.0,3597,135,U,1,1,14,14060795
85135,3,2,22,1.0,7.0,2.0,1.0,1.0,1.0,3598,135,U,1,2,14,14061441
85143,1,1,28,2.0,8.0,4.0,1.0,1.0,1.0,3598,135,U,1,2,14,14061442
85147,1,2,21,2.0,3.0,3.0,2.0,2.0,2.0,3598,135,U,1,2,14,14061443
85150,2,2,28,2.0,6.0,3.0,2.0,1.0,1.0,3598,135,U,1,2,14,14061444
85156,3,1,19,2.0,6.0,3.0,2.0,1.0,1.0,3598,135,U,1,2,14,14061445
85159,1,2,53,2.0,3.0,3.0,2.0,1.0,1.0,3599,135,U,1,2,14,14061602
85170,1,1,59,2.0,2.0,6.0,2.0,1.0,1.0,3599,135,U,1,2,14,14061603
85174,3,1,28,2.0,6.0,2.0,2.0,1.0,1.0,3599,135,U,1,2,14,14061604
85177,2,2,30,1.0,8.0,3.0,1.0,1.0,1.0,3600,136,U,1,3,14,14061761
85182,3,2,23,2.0,8.0,4.0,1.0,1.0,1.0,3600,136,U,1,3,14,14061764
85183,1,2,29,2.0,3.0,3.0,2.0,1.0,1.0,3600,136,U,1,3,14,14061765
85187,1,1,41,2.0,3.0,3.0,2.0,1.0,1.0,3601,135,U,1,2,14,14061851
85188,1,2,51,2.0,2.0,6.0,2.0,1.0,1.0,3601,135,U,1,2,14,14061852
85193,3,2,24,2.0,3.0,3.0,2.0,1.0,1.0,3601,135,U,1,2,14,14061853
85203,3,2,33,2.0,6.0,1.0,2.0,1.0,1.0,3601,135,U,1,2,14,14061854
85209,1,1,59,2.0,8.0,4.0,1.0,1.0,1.0,3601,135,U,1,2,14,14061855
85212,1,2,41,2.0,6.0,3.0,2.0,1.0,1.0,3602,136,U,1,3,14,14062111
85214,1,1,36,2.0,6.0,3.0,1.0,1.0,1.0,3602,136,U,1,3,14,14062113
85218,1,2,23,2.0,3.0,3.0,1.0,1.0,1.0,3602,136,U,1,3,14,14062114
85221,1,2,40,2.0,6.0,3.0,2.0,1.0,1.0,3602,136,U,1,3,14,14062115
85225,1,1,55,2.0,2.0,6.0,2.0,2.0,1.0,3603,135,U,1,2,14,14062841
85226,1,2,29,2.0,6.0,3.0,1.0,1.0,1.0,3603,135,U,1,2,14,14062842
85234,3,2,21,1.0,8.0,4.0,1.0,1.0,1.0,3603,135,U,1,2,14,14062843
85239,2,2,27,2.0,8.0,1.0,1.0,1.0,1.0,3603,135,U,1,2,14,14062844
85244,1,1,67,2.0,8.0,3.0,2.0,2.0,2.0,3603,135,U,1,2,14,14062845
85248,5,2,66,2.0,8.0,4.0,2.0,1.0,1.0,3604,136,U,1,3,14,14062921
85250,1,2,63,2.0,8.0,4.0,2.0,1.0,1.0,3604,136,U,1,3,14,14062922
85252,1,2,37,2.0,8.0,4.0,1.0,1.0,1.0,3604,136,U,1,3,14,14062923
85261,3,2,16,1.0,6.0,1.0,1.0,1.0,1.0,3604,136,U,1,3,14,14062925
85264,1,1,66,2.0,3.0,3.0,2.0,2.0,1.0,3605,135,U,1,2,14,14063261
85275,1,1,34,2.0,8.0,4.0,1.0,1.0,1.0,3605,135,U,1,2,14,14063262
85283,4,1,22,1.0,8.0,2.0,1.0,1.0,1.0,3605,135,U,1,2,14,14063263
85285,2,2,62,2.0,99.0,9.0,2.0,1.0,1.0,3605,135,U,1,2,14,14063264
85286,1,1,40,2.0,3.0,3.0,1.0,1.0,1.0,3605,135,U,1,2,14,14063265
85289,3,2,33,2.0,8.0,4.0,1.0,1.0,1.0,3606,136,U,1,3,14,14063381
85290,1,1,26,2.0,8.0,3.0,1.0,1.0,1.0,3606,136,U,1,3,14,14063382
85291,1,2,67,2.0,8.0,1.0,2.0,2.0,2.0,3606,136,U,1,3,14,14063383
85292,1,1,34,2.0,8.0,4.0,1.0,1.0,1.0,3606,136,U,1,3,14,14063384
85294,1,1,29,2.0,8.0,4.0,1.0,1.0,1.0,3606,136,U,1,3,14,14063385
85297,2,2,71,2.0,8.0,5.0,2.0,2.0,1.0,3607,136,U,1,3,14,14063601
85303,2,2,30,2.0,8.0,4.0,1.0,1.0,1.0,3607,136,U,1,3,14,14063602
85304,1,2,66,2.0,4.0,1.0,2.0,2.0,1.0,3607,136,U,1,3,14,14063603
85306,1,1,45,1.0,10.0,1.0,1.0,1.0,1.0,3607,136,U,1,3,14,14063604
85310,2,1,57,2.0,3.0,3.0,2.0,1.0,1.0,3607,136,U,1,3,14,14063605
85312,2,1,32,2.0,7.0,3.0,2.0,1.0,1.0,3608,136,U,1,3,14,14064091
85313,1,1,32,2.0,3.0,3.0,2.0,1.0,1.0,3608,136,U,1,3,14,14064092
85314,1,2,59,2.0,2.0,6.0,2.0,2.0,2.0,3608,136,U,1,3,14,14064093
85315,1,1,29,2.0,6.0,2.0,2.0,2.0,1.0,3608,136,U,1,3,14,14064094
85319,1,1,34,2.0,3.0,3.0,2.0,1.0,1.0,3608,136,U,1,3,14,14064095
85321,3,1,23,2.0,6.0,3.0,1.0,1.0,1.0,3609,136,U,1,3,14,14064651
85327,2,1,36,2.0,8.0,4.0,1.0,1.0,1.0,3609,136,U,1,3,14,14064652
85331,2,2,55,2.0,8.0,4.0,1.0,1.0,1.0,3609,136,U,1,3,14,14064653
85334,1,1,45,2.0,8.0,4.0,1.0,1.0,1.0,3609,136,U,1,3,14,14064654
85337,1,2,44,1.0,8.0,3.0,1.0,1.0,1.0,3609,136,U,1,3,14,14064655
85340,3,1,52,2.0,3.0,3.0,2.0,2.0,1.0,3610,135,U,1,2,14,14064921
85342,2,2,38,2.0,6.0,3.0,2.0,1.0,1.0,3610,135,U,1,2,14,14064922
85346,1,1,53,2.0,3.0,3.0,2.0,2.0,1.0,3610,135,U,1,2,14,14064923
85348,1,1,75,2.0,2.0,3.0,2.0,2.0,2.0,3610,135,U,1,2,14,14064924
85349,1,2,42,2.0,3.0,3.0,2.0,1.0,1.0,3610,135,U,1,2,14,14064925
85353,1,1,32,2.0,6.0,3.0,2.0,1.0,1.0,3611,136,U,1,3,14,14065051
85359,4,1,20,1.0,8.0,1.0,1.0,1.0,1.0,3611,136,U,1,3,14,14065052
85362,2,2,53,2.0,3.0,3.0,2.0,1.0,1.0,3611,136,U,1,3,14,14065053
85368,3,1,32,2.0,3.0,3.0,2.0,1.0,1.0,3611,136,U,1,3,14,14065054
85370,3,2,43,2.0,6.0,3.0,1.0,1.0,1.0,3611,136,U,1,3,14,14065055
85372,1,1,61,2.0,8.0,5.0,1.0,1.0,1.0,3612,136,U,1,3,14,14065061
85376,2,2,72,2.0,2.0,2.0,2.0,2.0,1.0,3612,136,U,1,3,14,14065062
85377,1,1,28,2.0,6.0,3.0,1.0,1.0,1.0,3612,136,U,1,3,14,14065063
85381,1,2,55,2.0,6.0,3.0,1.0,1.0,1.0,3612,136,U,1,3,14,14065064
85384,3,1,24,2.0,6.0,3.0,2.0,1.0,2.0,3612,136,U,1,3,14,14065065
85387,2,2,31,2.0,6.0,3.0,1.0,1.0,1.0,3613,136,U,1,3,14,14065122
85389,1,1,35,2.0,6.0,2.0,2.0,1.0,1.0,3613,136,U,1,3,14,14065123
85393,1,2,34,2.0,8.0,4.0,1.0,1.0,1.0,3613,136,U,1,3,14,14065124
85394,1,1,69,2.0,99.0,9.0,1.0,1.0,1.0,3613,136,U,1,3,14,14065125
85397,1,2,24,2.0,3.0,2.0,1.0,1.0,1.0,3614,136,U,1,3,14,14065231
