,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P1_5_3,P2_1,P2_2,ENT,code,HOGAR,P4_1_1,P4_1_2,P4_1_3,P4_1_4,P4_1_5,P4_1_6,P4_2_1,P4_2_2,P4_4
50438,2,1,1,1,1,1,1,4,1,28,28017572,1,1,2,2,1,2,1,1,2,1
50439,2,1,1,1,1,1,1,10,1,28,28017573,1,1,2,2,1,1,1,2,1,1
50440,3,1,1,1,1,2,1,3,1,28,28017574,1,2,2,2,1,2,1,2,2,1
50441,2,1,1,1,1,1,2,1,1,28,28017575,1,2,2,2,1,2,1,1,2,1
50442,2,1,1,1,1,2,2,5,1,28,28017591,1,1,2,2,1,2,1,2,1,1
50443,3,1,1,1,1,1,2,2,1,28,28017592,1,1,2,2,1,2,1,2,2,2
50444,2,1,1,1,1,1,1,2,1,28,28017593,1,1,2,2,1,2,1,2,2,2
50445,2,1,1,1,1,2,2,2,1,28,28017594,1,2,2,2,1,2,1,2,2,2
50446,2,1,1,1,1,1,1,5,1,28,28017595,1,1,2,2,1,1,1,1,2,1
50447,2,1,1,1,1,2,2,4,1,28,28018551,1,1,2,2,1,2,1,2,1,1
50448,3,1,1,1,1,1,1,3,1,28,28018552,1,1,2,2,1,2,1,2,2,1
50449,2,1,1,1,1,1,1,6,1,28,28018553,1,1,2,2,1,2,1,2,1,1
50450,2,1,1,1,1,1,1,1,1,28,28018554,1,2,2,2,1,2,1,2,1,1
50451,2,1,1,1,1,2,1,4,1,28,28018555,1,2,2,2,1,2,1,2,2,2
50452,3,1,1,1,1,1,1,5,1,28,28019011,1,2,2,2,1,1,1,2,1,1
50453,2,1,1,1,1,1,1,5,1,28,28019012,1,2,2,2,1,1,1,1,1,1
50454,3,1,1,1,1,1,1,3,1,28,28019013,1,2,2,2,1,2,1,1,1,1
50455,2,1,1,1,1,1,2,1,1,28,28019014,1,1,1,2,2,2,2,2,2,2
50456,2,1,1,1,2,2,2,1,1,28,28019015,1,1,1,2,2,2,1,2,2,2
50457,3,1,1,1,1,2,2,5,1,28,28019211,1,2,1,2,2,2,2,2,2,2
50458,2,1,1,1,1,1,1,3,1,28,28019212,1,1,2,2,1,2,1,2,2,1
50459,2,1,1,1,1,1,2,4,1,28,28019213,1,2,2,2,1,1,1,2,2,2
50460,3,1,1,1,1,1,1,4,1,28,28019214,1,1,2,2,1,2,1,2,2,1
50461,3,1,1,1,1,1,1,3,1,28,28019731,1,2,2,2,1,1,1,2,1,1
50462,2,1,1,1,1,1,1,4,1,28,28019732,1,2,2,2,1,2,1,2,2,2
50463,2,1,1,1,1,2,2,2,1,28,28019733,1,2,2,2,1,2,1,2,2,2
50464,3,1,1,1,1,1,1,4,1,28,28019734,1,1,2,2,1,1,1,1,1,1
50465,3,1,1,1,1,2,2,1,1,28,28019735,1,1,2,2,1,2,1,2,2,2
50466,2,2,2,1,1,1,2,2,1,28,28019851,1,2,2,2,1,2,1,2,2,2
50467,2,1,1,1,1,2,1,3,1,28,28019852,1,1,2,2,1,2,1,2,2,2
50468,3,1,1,1,1,1,1,5,1,28,28019853,1,2,2,2,1,1,1,2,1,1
50469,3,1,1,1,1,1,1,2,1,28,28019854,1,2,2,2,1,1,1,2,1,2
50470,2,1,1,1,1,1,1,4,1,28,28019855,1,2,2,2,1,2,1,1,1,1
50471,3,1,1,1,1,1,1,3,1,28,28020611,1,1,2,2,1,2,1,2,1,1
50472,2,1,1,1,1,1,1,5,1,28,28020612,1,2,2,2,1,1,1,2,1,1
50473,2,1,1,1,1,2,1,2,1,28,28020613,1,1,2,2,1,2,1,2,2,1
50474,3,1,1,1,1,1,1,2,1,28,28020614,1,2,2,2,1,1,1,2,1,1
50475,3,1,1,1,1,1,1,1,1,28,28020615,1,2,2,2,1,2,1,2,1,1
50476,2,1,1,1,1,2,2,4,1,28,28020621,1,1,2,2,1,2,2,2,2,2
50477,2,1,1,1,1,2,1,2,1,28,28020622,1,2,2,2,1,2,1,1,2,1
50478,2,1,1,1,1,1,1,4,1,28,28020623,1,2,2,2,1,1,1,2,2,1
50479,3,1,1,1,1,1,1,5,1,28,28020624,1,1,2,2,1,2,1,1,2,1
50480,3,1,1,1,1,1,1,3,1,28,28020625,1,1,2,2,1,2,1,2,2,2
50481,2,1,1,1,1,1,1,4,1,28,28020731,1,2,2,2,1,2,1,2,1,1
50482,2,1,1,1,1,2,2,1,1,28,28020732,1,2,1,1,2,2,1,2,2,2
50483,3,1,1,1,1,1,1,5,1,28,28020733,1,2,2,2,1,2,1,2,2,1
50484,2,1,1,1,1,1,1,4,1,28,28020734,1,1,2,2,1,1,1,2,1,1
50485,2,1,1,1,1,1,1,3,1,28,28020735,1,2,2,2,1,2,1,2,2,2
50486,3,1,1,1,1,1,1,3,1,28,28021211,1,1,2,2,1,2,1,2,1,2
50487,3,1,1,1,1,2,1,2,1,28,28021212,1,2,2,2,2,2,1,2,2,2
50488,3,1,1,1,1,2,1,5,1,28,28021213,1,1,2,2,1,2,1,2,1,1
50489,3,1,1,1,1,1,1,4,1,28,28021214,1,1,2,2,1,2,1,1,1,1
50490,2,1,1,1,1,1,1,4,1,28,28021215,1,2,2,2,1,2,1,2,2,1
50491,2,1,1,1,1,1,1,1,1,28,28021291,1,2,2,2,1,2,1,1,1,2
50492,2,1,1,1,1,1,1,7,1,28,28021292,1,2,2,2,1,2,1,2,2,1
50493,2,1,1,1,1,2,1,1,1,28,28021293,1,1,2,2,1,1,1,2,1,1
50494,2,1,1,1,1,2,1,2,1,28,28021294,1,2,2,2,1,1,1,2,2,1
50495,2,1,1,1,1,1,2,4,1,28,28021295,1,2,2,2,1,2,1,2,2,1
50496,3,1,1,1,1,1,1,6,1,28,28021311,1,1,2,2,1,2,1,2,1,1
50497,3,1,1,1,1,1,1,2,1,28,28021312,1,1,2,2,1,2,1,2,2,1
50498,3,1,1,1,1,1,1,3,1,28,28021313,1,2,2,2,1,2,1,2,1,1
50499,2,1,1,1,1,1,1,4,1,28,28021314,1,1,2,2,1,1,1,2,1,1
50500,2,1,1,1,1,2,2,1,1,28,28021315,1,1,2,2,1,2,1,2,2,2
50501,3,1,1,1,1,1,1,4,1,28,28021671,1,1,2,2,1,2,1,2,1,1
50502,3,1,1,1,1,1,1,1,1,28,28021672,1,2,2,2,1,2,1,2,2,1
50503,3,1,1,1,1,1,2,1,1,28,28021673,1,2,2,2,1,2,1,2,2,2
50504,2,1,1,1,1,1,1,1,1,28,28021674,1,2,2,2,1,2,2,2,2,1
50505,2,1,1,1,1,2,2,1,1,28,28021675,1,2,2,2,1,2,1,2,2,2
50506,3,1,1,1,1,1,1,5,1,28,28021701,1,1,2,2,1,2,1,1,2,1
50507,2,1,1,1,1,1,2,3,1,28,28021702,1,2,2,2,1,2,1,2,2,1
50508,2,1,1,1,1,1,2,3,1,28,28021703,1,2,2,2,2,2,1,2,2,1
50509,2,1,1,1,1,2,2,1,1,28,28021704,1,1,2,2,2,2,1,2,2,2
50510,3,1,1,1,1,1,1,5,1,28,28021705,1,2,2,2,1,2,1,2,2,1
50511,3,1,1,1,1,1,2,1,1,28,28021961,1,2,2,2,2,2,1,1,2,1
50512,3,1,1,1,2,1,1,6,1,28,28021962,1,1,2,2,1,2,1,2,2,1
50513,3,1,1,1,1,1,1,4,1,28,28021963,1,2,2,2,1,2,1,2,1,1
50514,3,1,1,1,1,1,1,2,1,28,28021964,1,2,2,2,1,2,1,2,2,2
50515,2,1,1,1,1,2,1,7,1,28,28021965,1,1,2,2,1,2,1,2,2,2
50516,2,1,1,1,1,1,1,6,1,28,28022182,1,2,2,2,1,2,1,2,1,1
50517,2,1,1,1,2,2,1,2,1,28,28022184,1,2,2,2,1,2,1,2,2,1
50518,2,1,1,1,1,1,1,2,1,28,28022185,1,2,2,2,1,2,1,2,2,2
50519,2,4,5,1,1,1,2,3,1,28,28022631,1,2,2,2,1,2,1,2,2,2
50520,2,1,2,1,1,1,2,8,1,28,28022633,1,1,2,2,1,2,1,2,2,1
50521,3,1,2,1,1,2,1,2,1,28,28022634,1,2,2,2,1,2,1,2,2,2
50522,3,1,1,1,1,1,1,1,1,28,28022651,1,2,2,2,1,2,1,2,2,2
50523,2,1,1,1,1,1,1,3,1,28,28022652,1,2,2,2,1,1,1,2,1,1
50524,2,1,1,1,1,1,1,5,1,28,28022653,1,1,2,2,1,1,1,2,1,1
50525,2,1,1,1,1,1,1,3,1,28,28022654,1,1,2,2,1,2,1,2,1,2
50526,2,1,1,1,1,2,2,4,1,28,28022941,1,2,2,2,1,2,1,2,2,2
50527,2,1,1,1,1,1,1,2,1,28,28022943,1,1,2,2,1,2,1,2,2,1
50528,2,1,1,1,1,1,1,4,1,28,28022944,1,1,2,2,1,2,1,2,1,1
50529,2,1,1,1,1,1,1,7,1,28,28022945,1,2,2,2,1,2,1,2,2,1
50530,2,4,1,2,2,2,2,1,1,28,28023401,1,2,2,2,2,2,1,2,2,2
50531,2,2,1,1,2,2,2,3,1,28,28023402,1,2,2,2,2,2,2,2,2,2
50532,2,1,1,1,1,1,1,7,1,28,28023403,1,1,2,2,1,2,1,1,1,1
50533,2,1,1,1,1,1,1,5,1,28,28023404,1,2,1,2,2,2,1,2,2,2
50534,2,1,1,1,1,1,1,3,1,28,28023405,1,1,2,2,1,2,1,2,2,1
50535,2,1,1,1,1,1,2,2,1,28,28023521,1,2,2,2,1,2,1,2,2,1
50536,2,1,1,1,1,1,1,2,1,28,28023522,1,2,2,2,1,2,1,2,1,1
50537,2,1,1,1,1,1,1,3,1,28,28023523,1,2,1,1,2,2,1,2,2,2
50538,2,1,1,1,1,1,1,5,1,28,28023524,1,2,2,2,1,1,1,2,1,1
50539,3,1,1,1,1,1,2,1,1,28,28023525,1,1,2,2,1,2,2,2,2,1
50540,3,1,1,1,1,1,1,4,1,28,28023621,1,2,2,2,1,2,1,2,1,1
50541,3,1,1,1,1,1,1,4,1,28,28023622,1,2,2,2,1,2,1,1,2,1
50542,2,1,1,1,1,1,2,3,1,28,28023623,1,1,2,2,1,2,1,2,2,2
50543,2,1,1,1,1,1,1,3,1,28,28023624,1,2,2,2,1,2,1,2,2,1
50544,2,1,1,1,1,1,1,4,1,28,28023625,1,2,2,2,1,2,1,2,2,2
50545,3,1,1,1,1,1,1,4,1,28,28023692,1,2,2,2,1,1,1,2,1,1
50546,2,1,1,1,1,2,1,3,1,28,28023693,1,2,2,2,1,2,1,2,2,1
50547,3,1,1,1,1,1,1,4,1,28,28023695,1,2,2,2,1,1,1,1,1,1
50548,2,1,1,1,2,2,2,2,1,28,28024021,1,1,2,2,2,2,1,2,2,2
50549,2,1,1,1,1,2,2,5,1,28,28024022,1,2,2,2,1,2,1,2,2,1
50550,2,1,1,1,1,2,2,6,1,28,28024024,1,2,2,2,2,2,1,2,2,2
50551,2,1,1,1,1,1,2,4,1,28,28024025,1,2,2,2,1,2,1,2,2,1
50552,2,2,1,1,1,1,2,2,1,28,28025471,1,1,2,2,1,2,2,2,2,2
50553,2,1,1,1,1,1,1,8,1,28,28025472,1,1,2,2,1,1,1,2,1,1
50554,3,1,1,1,1,1,2,1,1,28,28025473,1,1,2,2,1,2,1,2,2,2
50555,3,1,1,1,1,1,1,3,1,28,28025475,1,1,1,1,1,1,1,2,2,1
50556,2,1,1,1,1,1,1,3,1,28,28025921,1,1,2,2,1,2,1,2,2,2
50557,3,1,1,1,1,1,1,4,1,28,28025922,1,1,2,1,1,2,1,2,1,1
50558,3,1,1,1,1,1,1,5,1,28,28025923,1,1,2,1,1,2,1,2,1,1
50559,3,1,1,1,1,1,1,2,1,28,28025924,1,2,2,2,1,2,1,2,2,1
50560,3,1,1,1,1,1,2,3,1,28,28026051,1,1,2,2,1,2,1,2,2,1
50561,3,1,1,1,1,1,1,2,1,28,28026052,1,2,2,2,1,2,1,2,2,1
50562,3,1,1,1,1,1,1,2,1,28,28026053,1,1,2,2,1,2,1,2,2,1
50563,2,1,1,1,1,1,1,4,1,28,28026054,1,1,2,2,1,2,1,2,2,1
50564,2,1,1,1,1,1,1,6,2,28,28026055,1,1,1,2,2,2,1,2,2,2
50565,2,1,1,1,1,1,1,6,2,28,28026055,2,1,1,2,2,1,1,2,2,1
50566,2,1,1,1,1,1,1,2,1,28,28026231,1,1,2,2,1,2,1,1,1,1
50567,3,1,1,1,1,1,1,1,1,28,28026233,1,1,2,2,1,2,1,2,2,2
50568,2,1,1,1,2,2,1,1,1,28,28026234,1,2,2,2,1,2,1,2,2,2
50569,2,2,1,1,1,1,1,3,1,28,28026301,1,1,2,2,1,2,1,2,1,2
50570,2,1,1,1,1,1,1,2,1,28,28026302,1,1,2,2,1,2,1,2,2,2
50571,2,1,1,1,1,1,2,2,1,28,28026304,1,1,2,2,1,2,1,2,1,1
50572,1,2,5,1,1,1,1,2,1,28,28026305,1,1,2,2,1,2,2,2,2,2
50573,2,1,1,1,1,1,1,3,1,28,28026501,1,2,2,2,1,1,1,2,1,1
50574,2,1,1,1,1,1,1,4,1,28,28026504,1,2,2,2,1,1,1,1,1,1
50575,2,1,1,1,1,1,1,5,1,28,28026505,1,1,2,2,1,2,1,2,1,1
50576,2,1,1,1,1,1,2,17,2,28,28026711,1,2,2,2,1,2,1,2,2,2
50577,2,1,1,1,1,1,2,17,2,28,28026711,2,2,2,2,1,2,1,2,2,2
50578,2,1,1,1,1,1,2,17,2,28,28026711,3,2,2,2,1,2,1,2,2,2
50579,2,1,1,1,1,1,2,17,2,28,28026711,4,2,1,2,1,2,1,2,1,2
50580,2,1,1,1,1,1,1,6,1,28,28026712,1,2,2,2,1,2,1,2,2,1
50581,2,1,1,1,1,1,1,4,1,28,28026713,1,2,1,2,1,2,1,2,1,1
50582,3,1,1,1,1,2,2,2,1,28,28026714,1,2,2,2,1,2,1,2,2,2
50583,2,1,1,1,1,1,1,2,1,28,28026715,1,2,2,2,1,2,1,2,2,2
50584,2,1,1,1,1,1,1,3,1,28,28026921,1,2,2,2,1,2,1,2,2,2
50585,2,4,1,1,1,2,2,5,1,28,28026922,1,2,2,2,1,2,1,2,2,2
50586,3,1,1,1,2,1,1,5,1,28,28026923,1,2,2,2,1,2,1,2,2,1
50587,2,1,1,1,1,1,1,1,1,28,28026924,1,1,2,2,1,2,1,2,2,2
50588,2,1,1,1,1,1,2,1,1,28,28026925,1,2,1,2,2,2,1,2,2,2
50589,3,1,1,1,1,1,1,1,1,28,28027311,1,1,2,2,1,2,1,2,1,2
50590,3,1,1,1,1,1,1,5,1,28,28027312,1,1,2,2,1,1,1,2,1,1
50591,3,1,1,1,1,1,1,3,1,28,28027315,1,1,2,2,1,2,1,1,2,1
50592,3,1,1,1,1,1,1,2,1,28,28027321,1,1,2,2,1,2,2,2,2,2
50593,1,1,1,1,1,1,1,5,1,28,28027322,1,1,2,2,1,2,1,2,2,1
50594,3,1,1,1,1,1,1,4,1,28,28027323,1,1,2,2,1,2,1,1,1,1
50595,3,1,1,1,1,1,1,5,1,28,28027324,1,2,2,2,1,2,1,2,1,1
50596,3,1,1,1,1,1,1,6,1,28,28027325,1,1,2,2,1,2,1,2,1,1
50597,2,1,1,1,1,2,2,1,1,28,28027431,1,2,2,2,1,2,2,2,2,2
50598,3,1,1,1,1,1,2,1,1,28,28027432,1,2,1,2,2,2,1,2,2,1
50599,2,1,1,1,1,1,1,1,1,28,28027433,1,1,2,1,2,2,1,2,2,2
50600,2,2,1,1,1,1,1,6,1,28,28027491,1,1,1,2,1,1,1,2,2,1
50601,3,1,1,1,1,1,1,4,1,28,28027492,1,1,2,1,1,1,1,1,2,1
50602,3,1,1,1,1,1,1,3,1,28,28027493,1,2,2,2,1,2,1,1,1,1
50603,3,1,1,1,1,1,2,4,1,28,28027494,1,2,2,1,1,2,1,2,1,1
50604,3,1,1,1,1,1,1,2,1,28,28027495,1,1,2,2,1,2,1,2,1,1
50605,2,1,1,1,1,1,1,2,1,28,28027512,1,1,2,2,1,2,1,2,2,2
50606,3,1,1,1,1,1,1,5,1,28,28027513,1,2,2,2,1,2,1,2,2,2
50607,2,1,1,1,1,1,1,6,1,28,28027514,1,2,2,2,1,1,1,2,2,1
50608,3,1,1,1,1,1,1,4,1,28,28027602,1,1,2,2,1,2,1,1,1,1
50609,3,1,1,1,1,1,2,2,1,28,28027603,1,1,1,1,1,2,1,2,2,2
50610,2,1,1,1,1,1,2,5,1,28,28027604,1,2,1,1,2,2,1,2,2,2
50611,3,1,1,1,1,1,1,1,1,28,28027605,1,1,2,2,1,2,1,2,2,1
50612,3,1,1,1,1,1,1,5,1,28,28027861,1,1,2,2,1,2,2,2,2,2
50613,3,1,1,1,1,1,1,4,1,28,28027862,1,1,2,2,1,1,1,2,2,1
50614,3,1,1,1,1,1,1,2,1,28,28027863,1,1,1,1,2,2,1,2,2,2
50615,2,2,1,1,1,2,2,3,1,28,28027864,1,2,1,1,2,2,2,2,2,2
50616,3,1,1,1,1,1,1,5,1,28,28027865,1,1,2,2,1,1,1,1,1,1
50617,3,1,1,1,1,1,1,3,1,28,28028171,1,1,2,2,1,2,1,1,2,1
50618,3,1,1,1,1,1,1,2,1,28,28028173,1,2,2,2,1,2,1,1,1,1
50619,2,1,1,1,1,1,1,4,1,28,28028403,1,1,2,2,1,2,1,2,1,1
50620,3,1,1,1,1,1,1,2,1,28,28028404,1,2,1,2,1,1,1,2,1,1
50621,2,1,1,1,1,2,1,2,1,28,28028405,1,1,1,2,2,2,1,2,2,2
50622,3,1,1,1,1,2,2,2,1,28,28028611,1,2,2,2,1,2,1,2,2,1
50623,3,1,1,1,1,1,2,3,1,28,28028612,1,1,2,1,1,1,1,2,2,1
50624,3,1,1,1,1,1,1,2,1,28,28028614,1,1,2,2,1,2,1,2,1,1
50625,3,1,1,1,1,1,1,2,1,28,28028615,1,2,2,2,1,2,1,2,2,2
50626,3,1,1,1,1,1,1,4,1,28,28028831,1,1,2,2,1,1,1,2,1,1
50627,3,1,1,1,1,1,1,1,1,28,28028832,1,1,2,2,1,2,1,2,2,2
50628,3,1,1,1,1,1,1,2,1,28,28028833,1,1,2,1,1,2,1,1,1,1
50629,2,1,1,1,1,1,2,1,1,28,28028834,1,2,2,2,1,2,1,2,2,2
50630,3,1,1,1,1,2,1,2,1,28,28028835,1,2,2,2,1,2,1,2,1,1
50631,3,1,1,1,1,1,1,2,1,28,28029051,1,2,2,2,1,2,1,2,1,1
50632,2,1,1,1,1,1,1,6,1,28,28029052,1,1,1,1,1,2,1,2,2,1
50633,3,1,1,1,1,1,1,4,1,28,28029053,1,1,2,2,1,2,1,2,2,1
50634,3,1,1,1,1,1,2,4,1,28,28029054,1,1,1,2,1,2,1,2,2,1
50635,3,1,1,1,1,2,1,4,1,28,28029055,1,2,2,2,1,2,1,2,2,2
50636,2,1,1,1,1,1,1,2,1,28,28029371,1,1,2,2,1,2,1,2,2,1
50637,3,1,1,1,1,1,2,1,1,28,28029372,1,1,2,2,1,2,1,2,2,1
50638,3,1,1,1,1,1,1,6,1,28,28029373,1,1,2,2,1,1,1,2,1,1
50639,3,1,1,1,1,1,2,1,1,28,28029374,1,1,1,1,2,2,1,2,2,2
50640,2,1,1,1,1,1,1,1,1,28,28029375,1,1,2,2,1,2,1,2,2,1
50641,3,1,1,1,1,1,2,5,1,28,28030391,1,2,2,2,1,2,1,2,2,1
50642,3,1,1,1,1,1,1,8,1,28,28030392,1,2,2,2,1,2,1,2,2,2
50643,2,1,1,1,1,1,1,3,1,28,28030393,1,2,1,2,1,2,1,2,2,2
50644,3,1,1,1,1,2,1,3,1,28,28030394,1,2,2,2,1,2,1,2,1,2
50645,3,1,1,1,1,1,2,4,1,28,28030395,1,2,1,1,2,2,1,2,2,2
50646,3,1,1,1,1,1,1,6,1,28,28030571,1,2,2,2,1,2,1,2,1,1
50647,3,1,1,1,1,1,1,3,1,28,28030572,1,2,2,2,1,2,1,1,2,1
50648,2,1,1,1,1,1,1,3,1,28,28030573,1,2,2,1,1,2,1,2,1,1
50649,3,1,1,1,1,1,1,4,1,28,28030574,1,1,2,2,1,2,1,1,1,1
50650,3,1,1,1,1,1,1,1,1,28,28030575,1,2,2,2,1,2,1,2,1,1
50651,2,1,1,1,1,1,1,4,1,28,28030681,1,1,1,2,1,1,1,1,1,1
50652,2,1,1,1,1,1,1,4,1,28,28030682,1,1,2,2,1,2,1,1,2,1
50653,2,1,1,1,1,1,2,5,1,28,28030683,1,1,1,2,2,1,1,2,2,1
50654,2,1,1,1,1,1,1,3,1,28,28030685,1,2,1,2,1,2,1,2,2,2
50655,2,1,1,1,1,1,1,2,1,28,28031322,1,1,2,2,1,2,1,2,2,1
50656,2,1,1,1,1,2,1,4,1,28,28031323,1,1,2,2,1,2,1,2,2,2
50657,3,1,1,1,1,1,1,3,1,28,28031324,1,2,2,2,1,2,1,2,2,2
50658,3,1,1,1,1,1,1,5,1,28,28031325,1,1,2,2,1,2,1,2,2,1
50659,2,1,1,1,1,1,1,2,1,28,28031441,1,1,2,2,1,2,1,2,2,2
50660,2,1,1,1,1,1,1,4,1,28,28031442,1,2,2,2,1,2,1,2,1,1
50661,3,1,1,1,1,1,1,3,1,28,28031443,1,1,2,2,2,2,1,2,2,2
50662,2,1,1,1,1,1,2,6,1,28,28031444,1,2,2,2,1,2,1,2,2,1
50663,2,1,1,1,1,1,1,4,1,28,28031445,1,2,2,2,1,1,1,1,1,1
50664,3,1,1,1,1,1,1,4,1,28,28031962,1,1,2,2,1,2,1,1,2,1
50665,3,1,1,1,1,1,2,1,1,28,28031963,1,2,2,2,1,2,1,2,2,1
50666,2,1,1,1,1,1,1,1,1,28,28031964,1,1,2,2,1,2,1,2,2,2
50667,2,1,1,1,1,1,1,1,1,28,28031965,1,2,1,2,1,2,1,2,2,2
50668,2,1,1,1,1,1,2,4,1,28,28032242,1,2,2,2,1,2,1,1,1,1
50669,2,1,1,1,1,1,1,6,1,28,28032243,1,2,2,2,1,2,1,2,2,1
50670,3,1,1,1,1,1,1,5,1,28,28032244,1,2,2,2,1,2,1,1,2,1
50671,2,1,1,1,1,1,1,2,1,28,28032245,1,1,2,2,2,2,1,2,2,1
50672,3,1,1,1,1,1,1,6,1,28,28032271,1,2,2,1,1,1,1,2,1,1
50673,2,1,1,1,1,2,1,1,1,28,28032272,1,1,2,2,2,2,1,2,2,2
50674,2,2,1,1,1,1,2,3,1,28,28032273,1,2,2,2,1,2,1,2,2,2
50675,2,1,1,1,1,2,1,4,1,28,28032982,1,1,2,2,1,2,1,2,2,2
50676,3,1,1,1,1,1,1,2,1,28,28032983,1,1,2,2,1,2,1,2,2,2
50677,2,1,1,1,2,2,2,7,1,28,28032984,1,1,1,1,2,2,1,2,2,1
50678,3,1,1,1,1,1,1,2,1,28,28032985,1,1,2,2,1,2,1,2,2,1
50679,2,1,1,1,1,1,1,4,1,28,28033301,1,1,2,2,1,2,1,2,2,1
50680,2,1,1,1,1,1,1,2,1,28,28033302,1,1,2,2,1,2,1,2,1,1
50681,2,1,1,1,1,1,1,3,1,28,28033303,1,2,2,2,1,2,1,1,2,1
50682,2,1,1,1,1,1,1,3,1,28,28033304,1,2,2,2,1,2,1,2,2,1
50683,3,1,1,1,1,1,1,3,1,28,28033305,1,2,1,1,1,1,1,2,1,1
50684,2,1,1,1,1,1,2,5,1,28,28033621,1,2,2,2,1,2,1,2,2,1
50685,2,1,1,1,1,1,1,5,1,28,28033622,1,1,1,2,2,2,1,2,2,1
50686,2,1,1,1,1,1,1,2,1,28,28033623,1,1,2,2,1,2,1,2,1,1
50687,2,1,1,1,1,1,2,4,1,28,28033625,1,2,2,2,1,2,1,2,2,1
50688,3,1,1,1,1,1,1,4,1,28,28033651,1,1,2,2,1,1,1,2,1,1
50689,2,1,1,1,1,1,1,3,1,28,28033652,1,1,2,2,1,2,1,2,2,1
50690,2,1,1,1,2,2,2,1,1,28,28033653,1,2,2,2,1,2,1,2,2,1
50691,3,1,1,1,1,1,1,4,1,28,28033655,1,2,2,2,2,2,1,2,2,2
50692,2,1,1,1,1,1,1,2,1,28,28033881,1,2,2,2,1,2,1,1,1,1
50693,3,1,1,1,1,1,1,2,1,28,28033882,1,2,1,1,1,2,1,2,2,1
50694,3,1,1,1,1,1,1,3,1,28,28033883,1,2,1,2,2,2,1,2,2,2
50695,2,1,1,1,1,1,2,4,1,28,28033884,1,2,2,2,1,2,1,2,2,2
50696,2,1,1,1,1,2,2,2,1,28,28033885,1,2,2,2,1,2,1,2,2,2
50697,2,1,1,1,1,1,1,2,1,28,28034401,1,2,2,2,1,2,1,2,2,2
50698,3,1,1,1,1,1,1,4,1,28,28034402,1,2,2,2,1,1,1,2,1,1
50699,2,1,1,1,1,1,2,2,1,28,28034403,1,1,2,2,1,2,1,2,2,1
50700,2,1,1,1,1,1,2,2,1,28,28034404,1,1,2,2,1,1,1,1,1,1
50701,3,1,1,1,1,1,1,4,1,28,28034405,1,1,2,2,1,2,1,2,1,1
50702,3,1,1,1,1,1,1,5,1,28,28034851,1,2,2,2,1,2,1,1,1,1
50703,2,1,1,1,1,1,1,3,1,28,28034852,1,2,2,2,1,2,1,2,2,1
50704,2,1,1,1,1,1,2,3,1,28,28034853,1,2,2,2,1,2,1,2,1,1
50705,2,1,1,1,1,2,2,4,1,28,28034854,1,2,1,2,2,2,1,2,2,1
50706,3,1,1,1,1,1,1,4,1,28,28034855,1,2,2,2,1,2,1,1,2,1
50707,3,1,1,1,1,1,1,4,1,28,28034871,1,1,2,2,1,1,1,1,1,1
50708,2,1,1,1,1,2,1,5,1,28,28034872,1,1,1,2,2,2,1,2,1,1
50709,3,1,1,1,1,1,2,6,1,28,28034873,1,1,2,2,1,2,1,2,2,1
50710,3,1,1,1,1,1,1,4,1,28,28034874,1,1,2,2,1,2,1,2,1,1
50711,2,1,1,1,1,2,1,2,1,28,28034875,1,2,2,2,1,2,1,1,1,1
50712,2,1,1,1,2,1,1,5,1,28,28035111,1,2,2,2,1,1,1,2,1,1
50713,2,1,1,1,1,1,1,1,1,28,28035112,1,2,2,2,1,2,1,1,1,1
50714,2,1,1,1,1,1,2,3,1,28,28035113,1,1,2,2,1,2,2,2,2,2
50715,2,1,1,1,1,2,2,5,1,28,28035114,1,1,2,2,1,1,1,2,2,1
50716,2,1,1,1,1,1,1,5,1,28,28035115,1,1,2,2,1,2,1,2,2,1
50717,2,1,1,1,1,1,1,3,1,28,28035121,1,1,1,2,1,2,1,2,1,1
50718,2,1,1,1,1,1,1,4,1,28,28035122,1,2,2,2,1,2,1,2,2,1
50719,2,1,1,1,1,1,2,1,1,28,28035123,1,2,2,2,1,2,1,2,2,1
50720,2,1,1,1,1,1,1,3,1,28,28035124,1,1,1,2,2,2,1,2,2,1
50721,2,1,1,1,1,1,1,3,1,28,28035125,1,2,2,2,1,2,1,2,2,1
50722,3,1,1,1,1,1,1,3,1,28,28035561,1,2,2,2,1,2,1,2,1,1
50723,2,1,1,1,1,1,2,4,1,28,28035562,1,2,2,2,1,1,1,2,2,1
50724,2,1,1,1,1,1,1,3,1,28,28035564,1,2,2,1,1,1,1,2,1,1
50725,2,1,1,1,2,1,2,1,1,28,28035565,1,2,1,2,1,2,1,2,2,1
50726,2,1,1,1,1,2,1,4,1,28,28035961,1,2,2,2,1,2,1,1,2,1
50727,2,1,1,1,1,1,2,4,1,28,28035963,1,1,2,2,1,2,1,2,2,1
50728,2,1,1,1,1,1,2,4,1,28,28035964,1,2,2,2,1,2,1,2,2,1
50729,2,1,1,1,1,1,1,4,1,28,28035965,1,1,2,2,1,1,1,2,1,1
50730,2,1,1,1,1,1,2,4,1,28,28036041,1,1,1,1,2,2,1,2,2,1
50731,2,1,1,1,1,1,1,4,1,28,28036042,1,2,1,1,2,2,1,2,2,1
50732,3,1,1,1,1,1,1,5,1,28,28036043,1,1,2,2,1,2,1,2,2,1
